编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#三个观测点中	①位于大西洋!@#None!@#三 个 观测点 中 ① 位于 大西洋!@#三 个 观测点 中 ① 位于 大西洋!@#三 个 观测点 中 ① 位于 大西洋!@#三 个 观测点 中 ① 位于 大西洋!@#CD M NN LC NN VV loc!@#CD M NN LC NN VV NR!@#!@#!@#6!@#!@#6!@#!@#!@#( (IP (NP (QP (CD 三) (CLP (M 个))) (LCP (NP (NN 观测点)) (LC 中)) (NP (NN ①))) (VP (VV 位于) (NP (NR 大西洋)))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#0_5!@#4-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#自定义类别!@#!@#0-1 3!@#2
3-D!@#影响美国的飓风（台风）多形成于	④!@#None!@#影响 美国 的 飓风 （ 台风 ） 多 形成 于 ④!@#影响 美国 的 飓风 （ 台风 ） 多 形成 于 ④!@#影响 美国 的 飓风 （ 台风 ） 多 形成 于 ④!@#影响 美国 的 飓风 （ 台风 ） 多 形成 于 ④!@#VV loc DEC term PU term PU AD VV P NN!@#VV NR DEC NN PU NN PU AD VV P NN!@#!@#!@#1!@#3 5!@#1!@#!@#!@#( (IP (NP (CP (IP (VP (VV 影响) (NP (NR 美国)))) (DEC 的)) (NP (NN 飓风)) (PRN (PU （) (NP (NN 台风)))) (PU ）) (VP (ADVP (AD 多)) (VP (VV 形成) (PP (P 于) (NP (NN ④)))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#0_8-9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#7!@#
4-A!@#图示四个区域中	①主要受风海流影响!@#None!@#图示 四 个 区域 中 ① 主要 受 风海流 影响!@#图示 四 个 区域 中 ① 主要 受 风海流 影响!@#图示 四 个 区域 中 ① 主要 受 风海流 影响!@#图示 四 个 区域 中 ① 主要 受 风海流 影响!@#VV CD M NN LC NN AD VV term NN!@#VV CD M NN LC NN AD VV NN NN!@#!@#!@#!@#8!@#!@#!@#!@#( (IP (LCP (NP (CP (IP (VP (VV 图示) (QP (CD 四) (CLP (M 个)))))) (NP (NN 区域))) (LC 中)) (NP (NN ①)) (VP (ADVP (AD 主要)) (VP (VV 受) (NP (NN 风海流) (NN 影响))))) )!@#!@#!@#!@#影响_0(,,,)!@#影响!@#0_7-9!@#5-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#自定义类别!@#!@#0-4 6!@#
4-B!@#图示四个区域中	②主要受寒流影响!@#None!@#图示 四 个 区域 中 ② 主要 受 寒流 影响!@#图示 四 个 区域 中 ② 主要 受 寒流 影响!@#图示 四 个 区域 中 ② 主要 受 寒流 影响!@#图示 四 个 区域 中 ② 主要 受 寒流 影响!@#VA CD M NN LC NN AD VV term NN!@#VV CD M NN LC NN AD VV NN NN!@#!@#!@#!@#8!@#!@#!@#!@#( (NP (IP (LCP (NP (CP (VP (VA 图示))) (QP (CD 四) (CLP (M 个))) (NP (NN 区域))) (LC 中)) (NP (NN ②)) (VP (ADVP (AD 主要)) (VP (VV 受) (NP (NN 寒流))))) (NP (NN 影响))) )!@#!@#!@#!@#影响_0(,,,)!@#影响!@#0_7-9!@#5-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4 6!@#
4-C!@#图示四个区域中	③是世界著名大渔场!@#None!@#图示 四 个 区域 中 ③ 是 世界 著名 大渔场!@#图示 四 个 区域 中 ③ 是 世界 著名 大渔场!@#图示 四 个 区域 中 ③ 是 世界 著名 大渔场!@#图示 四 个 区域 中 ③ 是 世界 著名 大渔场!@#VA CD M NN LC NN VC NN JJ NN!@#VV CD M NN LC NN VC NN JJ NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (LCP (NP (CP (VP (VA 图示))) (QP (CD 四) (CLP (M 个))) (NP (NN 区域))) (LC 中)) (NP (NN ③))) (VP (VC 是) (NP (NP (NN 世界)) (ADJP (JJ 著名)) (NP (NN 大渔场))))) )!@#!@#!@#!@#指示_0(,)!@#指示!@#0_5-9!@#5-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4 6!@#
4-D!@#图示四个区域中	④主要受密度流影响!@#None!@#图示 四 个 区域 中 ④ 主要 受 密度流 影响!@#图示 四 个 区域 中 ④ 主要 受 密度流 影响!@#图示 四 个 区域 中 ④ 主要 受 密度流 影响!@#图示 四 个 区域 中 ④ 主要 受 密度流 影响!@#VA CD M NN LC NN AD VV term NN!@#VV CD M NN LC NN AD VV NN NN!@#!@#!@#!@#8!@#!@#!@#!@#( (IP (NP (LCP (NP (CP (VP (VA 图示))) (QP (CD 四) (CLP (M 个))) (NP (NN 区域))) (LC 中)) (NP (NN ④))) (VP (ADVP (AD 主要)) (VP (VV 受) (NP (NN 密度流) (NN 影响))))) )!@#!@#!@#!@#影响_0(,,,)!@#影响!@#0_7-9!@#5-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4 6!@#
5-A!@#适宜多数作物生长的理想的土壤空气和水分比例变化应在	①—②之间!@#None!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ② 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ② 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ② 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ② 之间!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 适宜) (NP (DNP (NP (DNP (NP (NP (QP (CD 多数)) (NP (NN 作物))) (NP (NN 生长))) (DEG 的)) (NP (NN 理想))) (DEG 的)) (NP (NN 土壤) (NN 空气) (CC 和) (NN 水分) (NN 比例)))))) (NP (NN 变化))) (VP (VV 应) (VP (PP (P 在) (LCP (NP (NN ①) (PU —) (NN ②)) (LC 之间)))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-18!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#null!@#名词短语+动词短语!@#14!@#1 13!@#
5-B!@#适宜多数作物生长的理想的土壤空气和水分比例变化应在	①—④之间!@#None!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ④ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ④ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ④ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ① — ④ 之间!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 适宜) (NP (DNP (NP (DNP (NP (NP (QP (CD 多数)) (NP (NN 作物))) (NP (NN 生长))) (DEG 的)) (NP (NN 理想))) (DEG 的)) (NP (NN 土壤) (NN 空气) (CC 和) (NN 水分) (NN 比例)))))) (NP (NN 变化))) (VP (VV 应) (VP (PP (P 在) (LCP (NP (NN ①) (PU —) (NN ④)) (LC 之间)))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-18!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#1 13!@#
5-C!@#适宜多数作物生长的理想的土壤空气和水分比例变化应在	②—③之间!@#None!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ② — ③ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ② — ③ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ② — ③ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ② — ③ 之间!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 适宜) (NP (DNP (NP (DNP (NP (NP (QP (CD 多数)) (NP (NN 作物))) (NP (NN 生长))) (DEG 的)) (NP (NN 理想))) (DEG 的)) (NP (NN 土壤) (NN 空气) (CC 和) (NN 水分) (NN 比例)))))) (NP (NN 变化))) (VP (VV 应) (VP (PP (P 在) (LCP (NP (NN ②) (PU —) (NN ③)) (LC 之间)))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-18!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#1 13!@#
5-D!@#适宜多数作物生长的理想的土壤空气和水分比例变化应在	③—④之间!@#None!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ③ — ④ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ③ — ④ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ③ — ④ 之间!@#适宜 多数 作物 生长 的 理想 的 土壤 空气 和 水分 比例 变化 应 在 ③ — ④ 之间!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#VV CD NN NN DEG NN DEG NN NN CC NN NN NN VV P NN PU NN LC!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 适宜) (NP (DNP (NP (DNP (NP (NP (QP (CD 多数)) (NP (NN 作物))) (NP (NN 生长))) (DEG 的)) (NP (NN 理想))) (DEG 的)) (NP (NN 土壤) (NN 空气) (CC 和) (NN 水分) (NN 比例)))))) (NP (NN 变化))) (VP (VV 应) (VP (PP (P 在) (LCP (NP (NN ③) (PU —) (NN ④)) (LC 之间)))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-18!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#1 13!@#
6-A!@#利用遥感技术监测土壤水分含量变化。主要依据土壤	温度!@#None!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 温度!@#利用 遥感 技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 温度!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 温度!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 温度!@#VV term VV NN NN NN NN PU JJ NN NN NN!@#VV NN VV NN NN NN NN PU JJ NN NN NN!@#!@#!@#!@#1!@#!@#!@#!@#( (IP (VP (VP (VV 利用) (NP (NN 遥感技术))) (VP (VV 监测) (NP (NP (NP (NP (NP (NN 土壤) (NN 水分)) (NP (NN 含量) (NN 变化)) (PU 。)) (ADJP (JJ 主要)) (NP (NN 依据))) (NP (NN 土壤))) (NP (NN 温度)))))) )!@#原因_0(,)!@#原因!@#0_9!@#!@#!@#!@#9-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#陈述句!@#自定义类别!@#9!@#8!@#
6-B!@#利用遥感技术监测土壤水分含量变化。主要依据土壤	孔隙!@#None!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 孔隙!@#利用 遥感 技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 孔隙!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 孔隙!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 孔隙!@#VV term VV NN NN NN NN PU JJ NN NN VV!@#VV NN VV NN NN NN NN PU JJ NN NN NN!@#!@#!@#!@#1!@#!@#!@#!@#( (IP (NP (IP (VP (VP (VV 利用) (NP (NN 遥感技术))) (VP (VV 监测) (NP (NP (NN 土壤) (NN 水分)) (NP (NN 含量) (NN 变化)) (PU 。))))) (ADJP (JJ 主要)) (NP (NN 依据))) (NP (NN 土壤)) (VP (VV 孔隙))) )!@#原因_0(,)!@#原因!@#0_9!@#!@#!@#!@#9-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
6-C!@#利用遥感技术监测土壤水分含量变化。主要依据土壤	肥力!@#None!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 肥力!@#利用 遥感 技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 肥力!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 肥力!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 肥力!@#VV term VV NN NN NN NN PU JJ NN NN NN!@#VV NN VV NN NN NN NN PU JJ NN NN NN!@#!@#!@#!@#1!@#!@#!@#!@#( (IP (VP (VP (VV 利用) (NP (NN 遥感技术))) (VP (VV 监测) (NP (NN 土壤) (NN 水分) (NN 含量) (NN 变化)))) (PU 。) (NP (NP (ADJP (JJ 主要)) (NP (NN 依据))) (NP (NN 土壤) (NN 肥力)))) )!@#原因_0(,)!@#原因!@#0_9!@#!@#!@#!@#9-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
6-D!@#利用遥感技术监测土壤水分含量变化。主要依据土壤	空气!@#None!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 空气!@#利用 遥感 技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 空气!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 空气!@#利用 遥感技术 监测 土壤 水分 含量 变化 。 主要 依据 土壤 空气!@#VV term VV NN NN NN NN PU JJ NN NN NN!@#VV NN VV NN NN NN NN PU JJ NN NN NN!@#!@#!@#!@#1!@#!@#!@#!@#( (IP (VP (VP (VV 利用) (NP (NN 遥感技术))) (VP (VV 监测) (NP (NP (NP (NP (NP (NN 土壤) (NN 水分)) (NP (NN 含量) (NN 变化)) (PU 。)) (ADJP (JJ 主要)) (NP (NN 依据))) (NP (NN 土壤))) (NP (NN 空气)))))) )!@#原因_0(,)!@#原因!@#0_9!@#!@#!@#!@#9-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
