编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#造成该沙尘天气的天气系统是	气旋、冷锋!@#None!@#造成 该 沙尘 天气 的 天气 系统 是 气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气 系统 是 气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气系统 是 气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气系统 是 气旋 、 冷锋!@#VV DT NN NN DEG NN NN VC term PU term!@#VV DT NN NN DEG NN NN VC NN PU NN!@#!@#!@#!@#8 10!@#!@#!@#!@#( (IP (VP (VV 造成) (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气))) (DEG 的)) (NP (NN 天气) (NN 系统))) (VP (VC 是) (NP (NN 气旋) (PU 、) (NN 冷锋)))))) )!@#原因_0(沙尘天气,气旋、冷锋)!@#原因!@#0_0-4-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#null!@#名词短语+动词短语!@#7!@#!@#
3-D!@#登顶队员在北京时间13时前撤离，主要是为了避开	强紫外线辐射!@#None!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 强 紫外线 辐射!@#登顶 队员 在 北京 时间 13时 前 撤离 ， 主要 是 为了 避开 强 紫外线 辐射!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 强 紫外线 辐射!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 强 紫外线 辐射!@#NN NN P term time LC VV PU AD VC P VV VA NN VV!@#NN NN P NN NT LC VV PU AD VC P VV VA NN VV!@#4!@#4!@#!@#3!@#!@#!@#!@#( (IP (IP (NP (NN 登顶) (NN 队员)) (VP (VP (PP (P 在) (LCP (NP (NN 北京时间) (NT 13时)) (LC 前))) (VP (VV 撤离))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 为了) (IP (VP (IP (VP (VV 避开))) (VP (VA 强))))))))) (IP (NP (NN 紫外线)) (VP (VV 辐射)))) )!@#原因_0(登顶队员在北京时间13时前撤离,避开强紫外线辐射)!@#原因!@#0_10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#8!@#
4-A!@#珠穆朗玛峰峰顶比同纬度海平面	白昼略长!@#None!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 白昼 略 长!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 白昼 略 长!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 白昼 略 长!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 白昼 略 长!@#loc NN P DT term NN NN AD VA!@#NR NN P DT NN NN NN AD VA!@#!@#!@#0!@#4 5!@#!@#!@#!@#( (IP (NP (NR 珠穆朗玛峰) (NN 峰顶)) (VP (PP (P 比) (NP (DP (DT 同)) (NP (NN 纬度) (NN 海平面) (NN 白昼)))) (ADVP (AD 略)) (VP (VA 长)))) )!@#!@#!@#!@#比较_0(珠穆朗玛峰,白昼,同纬度海平面,白昼,长)!@#比较!@#0_2!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#null!@#名词短语+动词短语!@#2!@#7!@#
4-B!@#珠穆朗玛峰峰顶比同纬度海平面	黑夜略长!@#None!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 黑夜 略 长!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 黑夜 略 长!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 黑夜 略 长!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 黑夜 略 长!@#loc NN P DT term NN NN AD VA!@#NR NN P DT NN NN NN AD VA!@#!@#!@#0!@#4 5!@#!@#!@#!@#( (IP (NP (NR 珠穆朗玛峰) (NN 峰顶)) (VP (PP (P 比) (NP (DP (DT 同)) (NP (NN 纬度) (NN 海平面) (NN 黑夜)))) (ADVP (AD 略)) (VP (VA 长)))) )!@#!@#!@#!@#比较_0(珠穆朗玛峰,黑夜,同纬度海平面,黑夜,长)!@#比较!@#0_2!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#7!@#
4-C!@#珠穆朗玛峰峰顶比同纬度海平面	自转线速度略小!@#None!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转线速度 略 小!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转 线速度 略 小!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转线速度 略 小!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转线速度 略 小!@#loc NN P DT term NN term AD VA!@#NR NN P DT NN NN NN AD VA!@#!@#!@#0!@#4 5 6!@#!@#!@#!@#( (IP (NP (NR 珠穆朗玛峰) (NN 峰顶)) (VP (PP (P 比) (NP (DP (DT 同)) (NP (NN 纬度) (NN 海平面) (NN 自转线速度)))) (ADVP (AD 略)) (VP (VA 小)))) )!@#!@#!@#!@#比较_0(珠穆朗玛峰,自转线速度,同纬度海平面,自转线速度,小)!@#比较!@#0_2!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#7!@#
4-D!@#珠穆朗玛峰峰顶比同纬度海平面	自转角速度略大!@#None!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转角速度 略 大!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转 角速度 略 大!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转角速度 略 大!@#珠穆朗玛峰 峰顶 比 同 纬度 海平面 自转角速度 略 大!@#loc NN P DT term NN term AD VA!@#NR NN P DT NN NN NN AD VA!@#!@#!@#0!@#4 5 6!@#!@#!@#!@#( (IP (NP (NR 珠穆朗玛峰) (NN 峰顶)) (VP (PP (P 比) (NP (DP (DT 同)) (NP (NN 纬度) (NN 海平面) (NN 自转角速度)))) (ADVP (AD 略)) (VP (VA 大)))) )!@#!@#!@#!@#比较_0(珠穆朗玛峰,自转角速度,同纬度海平面,自转角速度,大)!@#比较!@#0_2!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#7!@#
5-A!@#导致珠穆朗玛峰海拔高度变化的是	地面沉降!@#None!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 地面 沉降!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 地面 沉降!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 地面 沉降!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 地面 沉降!@#VV loc NN NN VV DEC VC NN VV!@#VV NR NN AD VV DEC VC NN VV!@#!@#!@#1!@#2-3 7-8!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 导致) (IP (NP (NR 珠穆朗玛峰)) (NP (NN 海拔)) (NP (NN 高度)) (VP (VV 变化))))) (DEC 的))) (VP (VC 是) (IP (NP (NN 地面)) (VP (VV 沉降))))) )!@#原因_0(珠穆朗玛峰海拔高度变化,地面沉降)!@#原因!@#0_0-5-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#6!@#!@#
5-B!@#导致珠穆朗玛峰海拔高度变化的是	地壳运动!@#None!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 地壳运动!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 地壳 运动!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 地壳运动!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 地壳运动!@#VV loc NN NN VV DEC VC term!@#VV NR NN AD VV DEC VC NN!@#!@#!@#1!@#2-3 7!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 导致) (IP (NP (NR 珠穆朗玛峰)) (NP (NN 海拔)) (NP (NN 高度)) (VP (VV 变化))))) (DEC 的))) (VP (VC 是) (NP (NN 地壳运动)))) )!@#原因_0(珠穆朗玛峰海拔高度变化,地壳运动)!@#原因!@#0_0-5-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
5-C!@#导致珠穆朗玛峰海拔高度变化的是	变质作用!@#None!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 变质作用!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 变质 作用!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 变质作用!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 变质作用!@#VV loc NN NN VV DEC VC term!@#VV NR NN AD VV DEC VC NN!@#!@#!@#1!@#2-3 7!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 导致) (IP (NP (NR 珠穆朗玛峰)) (NP (NN 海拔)) (NP (NN 高度)) (VP (VV 变化))))) (DEC 的))) (VP (VC 是) (NP (NN 变质作用)))) )!@#原因_0(珠穆朗玛峰海拔高度变化,变质作用)!@#原因!@#0_0-5-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
5-D!@#导致珠穆朗玛峰海拔高度变化的是	海平面升降!@#None!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 海平面 升降!@#导致 珠穆朗玛峰 海拔 高度 变化 的 是 海平面 升降!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 海平面 升降!@#导致 珠穆朗玛峰 海拔高度 变化 的 是 海平面 升降!@#VV loc NN NN VV DEC VC NN VV!@#VV NR NN AD VV DEC VC NN NN!@#!@#!@#1!@#2-3 7-8!@#!@#!@#!@#( (IP (NP (CP (IP (VP (VV 导致) (IP (NP (NR 珠穆朗玛峰)) (NP (NN 海拔)) (NP (NN 高度)) (VP (VV 变化))))) (DEC 的))) (VP (VC 是) (IP (NP (NN 海平面)) (VP (VV 升降))))) )!@#原因_0(珠穆朗玛峰海拔高度变化,海平面升降)!@#原因!@#0_0-5-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
6-A!@#登顶队员从积雪冰川带下山，依次经过的垂直自然带是	高山草原带—高山草甸带—高山针叶林带!@#None!@#登顶 队员 从 积雪冰川带 下山 ， 依次 经过 的 垂直自然带 是 高山草原带 — 高山草甸带 — 高山针叶林带!@#登顶 队员 从 积雪 冰川带 下山 ， 依次 经过 的 垂直 自然带 是 高山 草原带 — 高山 草甸带 — 高山 针叶林带!@#登顶 队员 从 积雪冰川带 下山 ， 依次 经过 的 垂直自然带 是 高山草原带 — 高山草甸带 — 高 山针叶林带!@#登顶 队员 从 积雪冰川带 下山 ， 依次 经过 的 垂直自然带 是 高山草原带 — 高山草甸带 — 高山针叶林带!@#NN NN P term VV PU AD VV DEC term VC term PU term PU term!@#NN NN P NN VV PU AD VV DEC NN VC NN PU NN PU NN!@#!@#!@#!@#3 9 11 13 15!@#3 11 13 15!@#!@#!@#( (IP (IP (NP (NN 登顶) (NN 队员)) (VP (PP (P 从) (NP (NN 积雪冰川带))) (VP (VV 下山)))) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 依次)) (VP (VV 经过)))) (DEC 的)) (NP (NN 垂直自然带))) (VP (VC 是) (NP (NN 高山草原带) (PU —) (NN 高山草甸带) (PU —) (NN 高山针叶林带))))) )!@#!@#!@#!@#指示_0(经过的垂直自然带,高山草原带—高山草甸带—高山针叶林带)!@#指示!@#0_6-10!@#6-15!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#陈述句!@#名词短语+动词短语!@#10!@#!@#
