编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#开普勒452b	属于太阳系中的类地行星!@#None!@#开普勒 452b 属于 太阳系 中 的 类地行星!@#开普勒 452b 属于 太阳系 中 的 类地行星!@#开普 勒 452b 属于 太阳系 中 的 类地 行星!@#开普 勒 452b 属于 太阳系 中 的 类地 行星!@#!@#NR NR VV NN LC DEG NN!@#!@#!@#!@#0 1 6!@#!@#!@#!@#!@#!@#!@#!@#指示_0(开普勒452b,太阳系中的类地行星)!@#指示!@#0_2!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
5-C!@#北极冰盖面积的变化会对环境产生较大影响。若冰盖持续萎缩，北极地区	陆地面积将扩大!@#None!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极地区 陆地 面积 将 扩大!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极 地区 陆地 面积 将 扩大!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 陆地 面积 将 扩大!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 陆地 面积 将 扩大!@#!@#NR NN NN DEG NN VV P NN NN AD JJ NN PU CS NN VV VV PU NR NN NN AD VV!@#!@#!@#0 18!@#!@#!@#!@#!@#!@#!@#!@#!@#变化_0(北极地区陆地面积将,,扩大)!@#变化!@#0_22!@#18-22!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-16
5-D!@#北极冰盖面积的变化会对环境产生较大影响。若冰盖持续萎缩，北极地区	通航能力将提高!@#None!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极地区 通航 能力 将 提高!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极 地区 通航 能力 将 提高!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 通航 能力 将 提高!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 通航 能力 将 提高!@#!@#NR NN NN DEG NN VV P NN NN AD JJ NN PU CS NN VV VV PU NR NN NN AD VV!@#!@#!@#0 18!@#!@#!@#!@#!@#!@#!@#!@#!@#变化_0(北极地区通航能力将,,提高)!@#变化!@#0_22!@#18-22!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-16
6-A!@#济州岛	成为中国游客境外旅游主要目的地是受市场距离影响!@#None!@#济州岛 成为 中国 游客 境外 旅游 主要 目的地 是 受 市场 距离 影响!@#济州岛 成为 中国 游客 境外 旅游 主要 目的地 是 受 市场 距离 影响!@#济 州岛 成为 中国 游客 境外 旅游 主要 目的地 是 受 市场 距离 影响!@#济 州岛 成为 中国 游客 境外 旅游 主要 目的地 是 受 市场 距离 影响!@#!@#NR VV NR NN NN NN JJ NN VC VV NN NN NN!@#!@#!@#0 2!@#!@#!@#!@#!@#!@#影响_0(,,,)!@#影响!@#!@#影响_0(市场距离,济州岛,有利,成为中国游客境外旅游目的地)!@#影响!@#0_9-12!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#6!@#
6-B!@#济州岛	以古代艺术、风土民情等人文旅游资源为主!@#None!@#济州岛 以 古代 艺术 、 风土 民情 等 人文 旅游 资源 为主!@#济州岛 以 古代 艺术 、 风土 民情 等 人文 旅游 资源 为主!@#济 州岛 以 古代 艺术 、 风土 民情 等 人文 旅游 资源 为主!@#济 州岛 以 古代 艺术 、 风土 民情 等 人文 旅游 资源 为主!@#!@#NR P NN NN PU NN NN ETC NN NN NN VV!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(济州岛,为主,古代艺术、风土民情等人文旅游资源)!@#其他陈述!@#0_11!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
6-C!@#济州岛	旅游活动突出探险、购物特色!@#None!@#济州岛 旅游 活动 突出 探险 、 购物 特色!@#济州岛 旅游 活动 突出 探险 、 购物 特色!@#济 州岛 旅游 活动 突出 探险 、 购物 特色!@#济 州岛 旅游 活动 突出 探险 、 购物 特色!@#!@#NR NN NN VA NN PU NN NN!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(济州岛旅游活动,突出,探险、购物特色)!@#其他陈述!@#0_3!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
6-D!@#济州岛	自然环境特征与海南岛类似!@#None!@#济州岛 自然 环境 特征 与 海南岛 类似!@#济州岛 自然 环境 特征 与 海南岛 类似!@#济 州岛 自然 环境 特征 与 海南岛 类似!@#济 州岛 自然 环境 特征 与 海南岛 类似!@#!@#NR NN NN NN CC NN VA!@#!@#!@#0 5!@#!@#!@#!@#!@#!@#!@#!@#!@#比较_0(济州岛,自然环境特征,海南岛,,类似)!@#比较!@#0_6!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
7-A!@#图3所示景观	岩石中含有海洋生物化石!@#None!@#图3 所示 景观 岩石 中 含有 海洋 生物 化石!@#图3 所示 景观 岩石 中 含有 海洋 生物 化石!@#图3 所示 景观 岩石 中 含有 海洋 生物 化石!@#图3 所示 景观 岩石 中 含有 海洋 生物 化石!@#!@#NN VV NN NN LC VV NN NN NN!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(景观岩石,含有,海洋生物化石)!@#其他陈述!@#0_5!@#2-8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
7-B!@#图3所示景观	形成受流水堆积作用影响!@#None!@#图3 所示 景观 形成 受 流水堆积 作用 影响!@#图3 所示 景观 形成 受 流水堆积 作用 影响!@#图3 所示 景观 形成 受 流水堆积 作用 影响!@#图3 所示 景观 形成 受 流水堆积 作用 影响!@#!@#NN VV NN VV VV NN NN NN!@#!@#!@#!@#5 6!@#!@#!@#!@#!@#影响_0(流水堆积作用,景观形成,,)!@#影响!@#0_4-7!@#影响_0(流水堆积作用,景观形成,,)!@#影响!@#0_4-7!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
7-C!@#图3所示景观	适合在夏季选择特定位置观赏!@#None!@#图3 所示 景观 适合 在 夏季 选择 特定 位置 观赏!@#图3 所示 景观 适合 在 夏季 选择 特定 位置 观赏!@#图3 所示 景观 适合 在 夏季 选择 特 定 位置 观赏!@#图3 所示 景观 适合 在 夏季 选择 特 定 位置 观赏!@#!@#NN VV NN VV P NN VV JJ NN VV!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(景观,适合,在夏季选择特定位置观赏)!@#其他陈述!@#0_3!@#2-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
7-D!@#图3所示景观	位置适合在冬季观看海上日出!@#None!@#图3 所示 景观 位置 适合 在 冬季 观看 海上 日出!@#图3 所示 景观 位置 适合 在 冬季 观看 海上 日出!@#图3 所示 景观 位置 适合 在 冬季 观看 海上 日出!@#图3 所示 景观 位置 适合 在 冬季 观看 海上 日出!@#!@#NN VV NN NN VV P NN VV NN NN!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(景观位置,适合,在冬季观看海上日出)!@#其他陈述!@#0_4!@#2-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
8-A!@#博览会的举办有助于参展企业	降低产品生产成本!@#None!@#博览会 的 举办 有助于 参展 企业 降低 产品 生产 成本!@#博览会 的 举办 有助于 参展 企业 降低 产品 生产 成本!@#博览会 的 举办 有助于 参展 企业 降低 产品 生产 成本!@#博览会 的 举办 有助于 参展 企业 降低 产品 生产 成本!@#!@#NN DEG NN VV VV NN VV NN NN NN!@#!@#!@#!@#!@#!@#!@#!@#!@#影响_0(博览会的举办,参展企业,有利,降低产品生产成本)!@#影响!@#0_3!@#变化_0(参展企业产品生产成本,,降低)!@#变化!@#0_6!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
8-B!@#博览会的举办有助于参展企业	提高产品生产技术!@#None!@#博览会 的 举办 有助于 参展 企业 提高 产品 生产 技术!@#博览会 的 举办 有助于 参展 企业 提高 产品 生产 技术!@#博览会 的 举办 有助于 参展 企业 提高 产品 生产技术!@#博览会 的 举办 有助于 参展 企业 提高 产品 生产技术!@#!@#NN DEG NN VV VV NN VV NN NN NN!@#!@#!@#!@#!@#!@#!@#!@#!@#影响_0(博览会的举办,参展企业,有利,提高产品生产技术)!@#影响!@#0_3!@#变化_0(参展企业产品生产技术,,提高)!@#变化!@#0_6!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
8-C!@#博览会的举办有助于参展企业	扩大国内、外市场!@#None!@#博览会 的 举办 有助于 参展 企业 扩大 国内 、 外 市场!@#博览会 的 举办 有助于 参展 企业 扩大 国内 、 外 市场!@#博览会 的 举办 有助于 参展 企业 扩大 国内 、 外 市场!@#博览会 的 举办 有助于 参展 企业 扩大 国内 、 外 市场!@#!@#NN DEG NN VV VV NN VV NN PU NN NN!@#!@#!@#!@#!@#!@#!@#!@#!@#影响_0(博览会的举办,参展企业,有利,扩大国内、外市场)!@#影响!@#0_3!@#变化_0(参展企业国内、外市场,,扩大)!@#变化!@#0_6!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
8-D!@#博览会的举办有助于参展企业	获得更多优惠政策!@#None!@#博览会 的 举办 有助于 参展 企业 获得 更 多 优惠 政策!@#博览会 的 举办 有助于 参展 企业 获得 更 多 优惠 政策!@#博览会 的 举办 有助于 参展 企业 获得 更 多 优惠 政策!@#博览会 的 举办 有助于 参展 企业 获得 更 多 优惠 政策!@#!@#NN DEG NN VV VV NN VV AD VA NN NN!@#!@#!@#!@#!@#!@#!@#!@#!@#影响_0(博览会的举办,参展企业,有利,获得更多优惠政策)!@#影响!@#0_3!@#变化_0(参展企业优惠政策获得,,更多)!@#变化!@#0_7-8!@#4-10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
9-A!@#上海会展业的发展	有利于优化产业结构、带动工业发展!@#None!@#上海 会展业 的 发展 有利于 优化 产业 结构 、 带动 工业 发展!@#上海 会展业 的 发展 有利于 优化 产业 结构 、 带动 工业 发展!@#上海 会 展业 的 发展 有利于 优化 产业 结构 、 带动 工业 发展!@#上海 会 展业 的 发展 有利于 优化 产业 结构 、 带动 工业 发展!@#!@#NR NN DEG NN VV VV NN NN PU VV NN NN!@#!@#!@#0!@#!@#!@#!@#!@#!@#影响_0(,,,)!@#影响!@#!@#影响_0(上海会展业的发展,优化产业结构、带动工业发展,有利,)!@#影响!@#0_4!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
9-B!@#上海会展业的发展	得益于地理位置优越、交通发达便利!@#None!@#上海 会展业 的 发展 得益于 地理 位置 优越 、 交通 发达 便利!@#上海 会展业 的 发展 得益于 地理 位置 优越 、 交通 发达 便利!@#上海 会 展业 的 发展 得益于 地理 位置 优越 、 交通 发达 便利!@#上海 会 展业 的 发展 得益于 地理 位置 优越 、 交通 发达 便利!@#!@#NR NN DEG NN VV NN NN VA PU NN VA VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#影响_0(,,,)!@#影响!@#!@#因素关联_0(地理位置优越、交通发达便利,上海会展业的发展)!@#因素关联!@#0_4!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
