编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
3-C!@#经纬网的纬线间距为	8°!@#None!@#经纬网 的 纬线 间距 为 8°!@#经纬网 的 纬线 间距 为 8°!@#经纬网 的 纬线 间距 为 8°!@#经纬网 的 纬线 间距 为 8°!@#term DEG term NN VC num!@#NN DEG NN NN VC NN!@#!@#!@#!@#0 2!@#!@#5!@#!@#( (IP (NP (DNP (NP (NN 经纬网)) (DEG 的)) (NP (NN 纬线) (NN 间距))) (VP (VC 为) (QP (CD 8°)))) )!@#!@#!@#!@#指示_0(经纬网的纬线间距,8°)!@#指示!@#0_4!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
3-D!@#经纬网的纬线间距为	10°!@#None!@#经纬网 的 纬线 间距 为 10°!@#经纬网 的 纬线 间距 为 10°!@#经纬网 的 纬线 间距 为 10°!@#经纬网 的 纬线 间距 为 10°!@#term DEG term NN VC num!@#NN DEG NN NN VC NN!@#!@#!@#!@#0 2!@#!@#5!@#!@#( (IP (NP (DNP (NP (NN 经纬网)) (DEG 的)) (NP (NN 纬线) (NN 间距))) (VP (VC 为) (QP (CD 10°)))) )!@#!@#!@#!@#指示_0(经纬网的纬线间距,10°)!@#指示!@#0_4!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
4-A!@#图上标出的经纬网格区中	②与③都处于暖温带!@#None!@#图 上 标出 的 经纬网 格区 中 ② 与 ③ 都 处于 暖温带!@#图 上 标出 的 经纬网 格区 中 ② 与 ③ 都 处于 暖温带!@#图 上 标出 的 经纬 网格区 中 ② 与 ③ 都 处于 暖温带!@#图 上 标出 的 经纬 网格区 中 ② 与 ③ 都 处于 暖温带!@#NN LC VV DEC term NN LC NN CC NN AD VV term!@#NN LC VV DEC NN NN LC NN CC NN AD VV NN!@#!@#!@#!@#4 12!@#!@#!@#!@#( (IP (LCP (NP (CP (IP (VP (LCP (NP (NN 图)) (LC 上)) (VP (VV 标出)))) (DEC 的)) (NP (NN 经纬网) (NN 格区))) (LC 中)) (NP (NN ②) (CC 与) (NN ③)) (VP (ADVP (AD 都)) (VP (VV 处于) (NP (NN 暖温带))))) )!@#!@#!@#!@#其他陈述_0(②与③,处于,暖温带)!@#其他陈述!@#!@#7-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语(包括时间/地点短语)!@#2!@#0-3!@#4-6
4-B!@#图上标出的经纬网格区中	随地球自转，③的角速度比④小!@#n!@#图 上 标出 的 经纬网 格区 中 随 地球 自转 ， ③ 的 角速度 比 ④ 小!@#图 上 标出 的 经纬网 格区 中 随 地球 自转 ， ③ 的 角速度 比 ④ 小!@#图 上 标出 的 经纬 网格区 中 随 地球 自转 ， ③ 的 角速度 比 ④ 小!@#图 上 标出 的 经纬 网格区 中 随 地球 自转 ， ③ 的 角速度 比 ④ 小!@#NN LC VV DEC term NN LC P NN term PU NN DEG NN P NN VA!@#NN LC VV DEC NN NN LC P NN NN PU NN DEG NN P NN VA!@#!@#!@#!@#4 9!@#!@#!@#!@#( (IP (LCP (NP (CP (IP (VP (LCP (NP (NN 图)) (LC 上)) (VP (VV 标出)))) (DEC 的)) (NP (NN 经纬网) (NN 格区))) (LC 中)) (PP (P 随) (NP (NN 地球) (NN 自转))) (PU ，) (NP (DNP (NP (NN ③)) (DEG 的)) (NP (NN 角速度))) (VP (PP (P 比) (NP (NN ④))) (VP (VA 小)))) )!@#!@#!@#!@#比较_0(③,角速度,④,#,小)!@#比较!@#0_14!@#7-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-3!@#4-6
4-C!@#图上标出的经纬网格区中	从春分到夏至，①比④的昼长变化幅度大!@#n!@#图 上 标出 的 经纬网 格区 中 从春分到夏至 ， ① 比 ④ 的 昼长 变化 幅度 大!@#图 上 标出 的 经纬网 格区 中 从 春分 到 夏至 ， ① 比 ④ 的 昼长 变化 幅度 大!@#图 上 标出 的 经纬 网格区 中 从春分到夏至 ， ① 比 ④ 的 昼长 变化 幅度 大!@#图 上 标出 的 经纬 网格区 中 从 春分 到 夏至 ， ① 比 ④ 的 昼长 变化 幅度 大!@#NN LC VV DEC term NN LC time PU NN P NN DEG term NN NN VA!@#NN LC VV DEC NN NN LC VV PU NN P NN DEG NN NN NN VA!@#7!@#7!@#!@#4 13!@#!@#!@#!@#( (IP (LCP (NP (CP (IP (VP (LCP (NP (NN 图)) (LC 上)) (VP (VV 标出)))) (DEC 的)) (NP (NN 经纬网) (NN 格区))) (LC 中)) (NP (NT 从春分到夏至)) (PU ，) (NP (NN ①)) (VP (PP (P 比) (NP (DNP (NP (NN ④)) (DEG 的)) (NP (NN 昼长) (NN 变化) (NN 幅度)))) (VP (VA 大)))) )!@#!@#!@#!@#时间限定_0(从春分到夏至,1)比较_1(①,昼长变化幅度,④,#,大)!@#时间限定 比较!@#1_10!@#7-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-3!@#4-6
4-D!@#图上标出的经纬网格区中	从夏至到秋分，②比⑤的正午太阳高度角变化幅度大!@#n!@#图 上 标出 的 经纬网 格区 中 从夏至到秋分 ， ② 比 ⑤ 的 正午太阳高度角 变化 幅度 大!@#图 上 标出 的 经纬网 格区 中 从 夏至 到 秋分 ， ② 比 ⑤ 的 正午 太阳 高度 角 变化 幅度 大!@#图 上 标出 的 经纬 网格区 中 从夏至到秋分 ， ② 比 ⑤ 的 正午太阳高度角 变化 幅度 大!@#图 上 标出 的 经纬 网格区 中 从 夏至 到 秋分 ， ② 比 ⑤ 的 正午太阳高度角 变化 幅度 大!@#NN LC VV DEC term NN LC time PU NN P NN DEG term NN NN VA!@#NN LC VV DEC NN NN LC VV PU NN P NN DEG NN NN NN VA!@#7!@#7!@#!@#4 13!@#!@#!@#!@#( (IP (LCP (NP (CP (IP (VP (LCP (NP (NN 图)) (LC 上)) (VP (VV 标出)))) (DEC 的)) (NP (NN 经纬网) (NN 格区))) (LC 中)) (NP (NT 从夏至到秋分)) (PU ，) (NP (NN ②)) (VP (PP (P 比) (NP (DNP (NP (NN ⑤)) (DEG 的)) (NP (NN 正午太阳高度角) (NN 变化) (NN 幅度)))) (VP (VA 大)))) )!@#!@#!@#!@#时间限定_0(从夏至到秋分,1)比较_1(②,正午太阳高度角变化幅度,⑤,#,大)!@#时间限定 比较!@#1_10!@#7-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-3!@#4-6
5-A!@#人口密度差值最大的两个网格区是	①和④!@#None!@#人口 密度 差值 最 大 的 两 个 网格区 是 ① 和 ④!@#人口 密度 差值 最 大 的 两 个 网格区 是 ① 和 ④!@#人口 密度 差值 最 大 的 两 个 网格区 是 ① 和 ④!@#人口 密度 差值 最 大 的 两 个 网格区 是 ① 和 ④!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 人口) (NN 密度)) (NP (NN 差值)) (VP (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (QP (CD 两) (CLP (M 个))) (NP (NN 网格区))) (VP (VC 是) (NP (NN ①) (CC 和) (NN ④)))) )!@#!@#!@#!@#指示_0(人口密度差值最大的两个网格区,①和④)!@#指示!@#0_9!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#null!@#名词短语+动词短语!@#9!@#!@#
5-B!@#人口密度差值最大的两个网格区是	②和③!@#None!@#人口 密度 差值 最 大 的 两 个 网格区 是 ② 和 ③!@#人口 密度 差值 最 大 的 两 个 网格区 是 ② 和 ③!@#人口 密度 差值 最 大 的 两 个 网格区 是 ② 和 ③!@#人口 密度 差值 最 大 的 两 个 网格区 是 ② 和 ③!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 人口) (NN 密度)) (NP (NN 差值)) (VP (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (QP (CD 两) (CLP (M 个))) (NP (NN 网格区))) (VP (VC 是) (NP (NN ②) (CC 和) (NN ③)))) )!@#!@#!@#!@#指示_0(人口密度差值最大的两个网格区,②和③)!@#指示!@#0_9!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
5-C!@#人口密度差值最大的两个网格区是	③和⑤!@#None!@#人口 密度 差值 最 大 的 两 个 网格区 是 ③ 和 ⑤!@#人口 密度 差值 最 大 的 两 个 网格区 是 ③ 和 ⑤!@#人口 密度 差值 最 大 的 两 个 网格区 是 ③ 和 ⑤!@#人口 密度 差值 最 大 的 两 个 网格区 是 ③ 和 ⑤!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 人口) (NN 密度)) (NP (NN 差值)) (VP (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (QP (CD 两) (CLP (M 个))) (NP (NN 网格区))) (VP (VC 是) (NP (NN ③) (CC 和) (NN ⑤)))) )!@#!@#!@#!@#指示_0(人口密度差值最大的两个网格区,③和⑤)!@#指示!@#0_9!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
5-D!@#人口密度差值最大的两个网格区是	④和⑤!@#None!@#人口 密度 差值 最 大 的 两 个 网格区 是 ④ 和 ⑤!@#人口 密度 差值 最 大 的 两 个 网格区 是 ④ 和 ⑤!@#人口 密度 差值 最 大 的 两 个 网格区 是 ④ 和 ⑤!@#人口 密度 差值 最 大 的 两 个 网格区 是 ④ 和 ⑤!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#NN NN NN AD VA DEC CD M NN VC NN CC NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NN 人口) (NN 密度)) (NP (NN 差值)) (VP (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (QP (CD 两) (CLP (M 个))) (NP (NN 网格区))) (VP (VC 是) (NP (NN ④) (CC 和) (NN ⑤)))) )!@#!@#!@#!@#指示_0(人口密度差值最大的两个网格区,④和⑤)!@#指示!@#0_9!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
6-A!@#从地形和降水条件分析，最易发生泥石流的网格区是	①!@#None!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ①!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ①!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ①!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ①!@#P NN CC NN NN VV PU AD VA VV term DEC NN VC NN!@#P NN CC NN NN VV PU AD VA VV NN DEC NN VC NN!@#!@#!@#!@#10!@#!@#!@#!@#( (IP (VP (PP (P 从) (NP (NN 地形) (CC 和) (NN 降水) (NN 条件))) (VP (VV 分析) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 最)) (VP (VA 易) (IP (VP (VV 发生) (NP (NN 泥石流))))))) (DEC 的)) (NP (NN 网格区))) (VP (VC 是) (NP (NN ①))))))) )!@#!@#!@#!@#指示_0(最易发生泥石流的网格区,①)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#范围限定!@#名词短语+动词短语!@#13!@#!@#0-6
6-B!@#从地形和降水条件分析，最易发生泥石流的网格区是	②!@#None!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ②!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ②!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ②!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ②!@#P NN CC NN NN VV PU AD VA VV term DEC NN VC NN!@#P NN CC NN NN VV PU AD VA VV NN DEC NN VC NN!@#!@#!@#!@#10!@#!@#!@#!@#( (IP (VP (PP (P 从) (NP (NN 地形) (CC 和) (NN 降水) (NN 条件))) (VP (VV 分析) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 最)) (VP (VA 易) (IP (VP (VV 发生) (NP (NN 泥石流))))))) (DEC 的)) (NP (NN 网格区))) (VP (VC 是) (NP (NN ②))))))) )!@#!@#!@#!@#指示_0(最易发生泥石流的网格区,②)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#0-6
