编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#该船员拍摄照片时，P地的地方时为	22时!@#None!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#DT NN VV NN LC PU loc DEG term VC time!@#DT NN VV NN LC PU NN DEG NN VC NT!@#10!@#10!@#6!@#8!@#!@#!@#!@#( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 22时)))) )!@#!@#!@#!@#指示_0(该船员拍摄照片时，P地的地方时,22时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# 时间状语!@#名词短语+动词短语!@#9!@#!@#
3-D!@#该船即将进入	直布罗陀海峡!@#None!@#该 船 即将 进入 直布罗陀海峡!@#该 船 即将 进入 直布罗陀 海峡!@#该 船 即将 进入 直布罗陀海峡!@#该 船 即将 进入 直布罗陀海峡!@#DT NN AD VV loc!@#DT NN AD VV NR!@#!@#!@#4!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 船))) (VP (ADVP (AD 即将)) (VP (VV 进入) (NP (NR 直布罗陀海峡))))) )!@#!@#!@#!@#其他陈述_0(该船,即将进入,直布罗陀海峡)!@#其他陈述!@#!@#0-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
4-A!@#此时世界各地可能出现的现象是	美国中部小麦黄熟!@#None!@#此时 世界 各地 可能 出现 的 现象 是 美国中部 小麦 黄熟!@#此时 世界 各地 可能 出现 的 现象 是 美国 中部 小麦 黄熟!@#此时 世界 各 地 可能 出现 的 现象 是 美国 中部 小麦 黄熟!@#此时 世界 各 地 可能 出现 的 现象 是 美国 中部 小麦 黄熟!@#time NN NN VV VV DEC NN VC loc NN VA!@#NT NN NN AD VV DEC NN VC NR NN VA!@#0!@#!@#8!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NT 此时)) (NP (NN 世界) (NN 各地)) (VP (VV 可能) (VP (VV 出现)))) (DEC 的)) (NP (NN 现象))) (VP (VC 是) (IP (NP (NR 美国中部)) (NP (NN 小麦)) (VP (VA 黄熟))))) )!@#其他关联_0(此时世界各地的现象,是,美国中部小麦黄熟)!@#其他关联!@#!@#其他陈述_0(美国中部小麦,黄熟,#)!@#其他陈述!@#!@#8-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#7!@#3-4!@#
4-B!@#此时世界各地可能出现的现象是	中国江淮流域干热!@#None!@#此时 世界 各地 可能 出现 的 现象 是 中国江淮流域 干热!@#此时 世界 各地 可能 出现 的 现象 是 中国 江淮 流域 干热!@#此时 世界 各 地 可能 出现 的 现象 是 中国 江淮 流域 干热!@#此时 世界 各 地 可能 出现 的 现象 是 中国 江淮 流域 干热!@#time NN NN VV VV DEC NN VC loc VA!@#NT NN NN AD VV DEC NN VC NN VA!@#0!@#!@#8!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NT 此时)) (NP (NN 世界) (NN 各地)) (VP (VV 可能) (VP (VV 出现)))) (DEC 的)) (NP (NN 现象))) (VP (VC 是) (IP (NP (NR 中国江淮流域)) (VP (VA 干热))))) )!@#其他关联_0(此时世界各地的现象,是,中国江淮流域干热)!@#其他关联!@#!@#其他陈述_0(中国江淮流域,干热,#)!@#其他陈述!@#!@#8-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#3-4!@#
4-C!@#此时世界各地可能出现的现象是	地中海北岸连日阴雨!@#None!@#此时 世界 各地 可能 出现 的 现象 是 地中海北岸 连日 阴雨!@#此时 世界 各地 可能 出现 的 现象 是 地中海 北岸 连日 阴雨!@#此时 世界 各 地 可能 出现 的 现象 是 地中海 北岸 连日 阴雨!@#此时 世界 各 地 可能 出现 的 现象 是 地中海 北岸 连日 阴雨!@#time NN NN VV VV DEC NN VC loc NT NN!@#NT NN NN AD VV DEC NN VC NN NT NN!@#0!@#!@#8!@#!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NT 此时)) (NP (NN 世界) (NN 各地)) (VP (VV 可能) (VP (VV 出现)))) (DEC 的)) (NP (NN 现象))) (VP (VC 是) (NP (NP (NR 地中海北岸)) (NP (NT 连日) (NN 阴雨))))) )!@#其他关联_0(此时世界各地出现的现象,是,地中海北岸连日阴雨)!@#其他关联!@#!@#其他陈述_0(地中海北岸,连日阴雨,#)!@#其他陈述!@#!@#8-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#3-4!@#
4-D!@#此时世界各地可能出现的现象是	拉普拉塔河正值枯水期!@#None!@#此时 世界 各地 可能 出现 的 现象 是 拉普拉塔河 正值 枯水期!@#此时 世界 各地 可能 出现 的 现象 是 拉普拉塔河 正值 枯水期!@#此时 世界 各 地 可能 出现 的 现象 是 拉普拉塔河 正 值 枯水期!@#此时 世界 各 地 可能 出现 的 现象 是 拉普拉塔河 正 值 枯水期!@#time NN NN VV VV DEC NN VC loc VV term!@#NT NN NN AD VV DEC NN VC NR NN NN!@#0!@#!@#8!@#10!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NT 此时)) (NP (NN 世界) (NN 各地)) (VP (VV 可能) (VP (VV 出现)))) (DEC 的)) (NP (NN 现象))) (VP (VC 是) (IP (NP (NR 拉普拉塔河)) (VP (VV 正值) (NP (NN 枯水期)))))) )!@#其他关联_0(此时世界各地出现的现象,是,拉普拉塔河正值枯水期)!@#其他关联!@#!@#其他陈述_0(拉普拉塔河,正值,枯水期)!@#其他陈述!@#!@#8-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#3-4!@#
5-A!@#图2中①地所处的自然带是	热带雨林带!@#None!@#图2 中 ①地 所处 的 自然带 是 热带雨林带!@#图2 中 ①地 所处 的 自然带 是 热带 雨林 带!@#图2 中 ①地 所处 的 自然带 是 热带雨林带!@#图2 中 ①地 所处 的 自然带 是 热带雨林带!@#NN LC loc VV DEC term VC term!@#NN LC NN VV DEC NN VC NN!@#!@#2!@#2!@#5 7!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图2)) (LC 中)) (CP (IP (NP (NR ①地)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 热带雨林带)))) )!@#!@#!@#!@#指示_0(①地所处的自然带,热带雨林带)!@#指示!@#0_6!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#6!@#0-1!@#
5-B!@#图2中①地所处的自然带是	热带草原带!@#None!@#图2 中 ①地 所处 的 自然带 是 热带草原带!@#图2 中 ①地 所处 的 自然带 是 热带 草原 带!@#图2 中 ①地 所处 的 自然带 是 热带草原带!@#图2 中 ①地 所处 的 自然带 是 热带草原带!@#NN LC loc VV DEC term VC term!@#NN LC NN VV DEC NN VC NN!@#!@#2!@#2!@#5 7!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图2)) (LC 中)) (CP (IP (NP (NR ①地)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 热带草原带)))) )!@#!@#!@#!@#指示_0(①地所处的自然带,热带草原带)!@#指示!@#0_6!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
5-C!@#图2中①地所处的自然带是	热带沙漠带!@#None!@#图2 中 ①地 所处 的 自然带 是 热带沙漠带!@#图2 中 ①地 所处 的 自然带 是 热带 沙漠 带!@#图2 中 ①地 所处 的 自然带 是 热带沙漠带!@#图2 中 ①地 所处 的 自然带 是 热带沙漠带!@#NN LC loc VV DEC term VC term!@#NN LC NN VV DEC NN VC NN!@#!@#2!@#2!@#5 7!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图2)) (LC 中)) (CP (IP (NP (NR ①地)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 热带沙漠带)))) )!@#!@#!@#!@#指示_0(①地所处的自然带,热带沙漠带)!@#指示!@#0_6!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
5-D!@#图2中①地所处的自然带是	热带季雨林带!@#None!@#图2 中 ①地 所处 的 自然带 是 热带季雨林带!@#图2 中 ①地 所处 的 自然带 是 热带 季雨林 带!@#图2 中 ①地 所处 的 自然带 是 热带季雨林带!@#图2 中 ①地 所处 的 自然带 是 热带季雨林带!@#NN LC loc VV DEC term VC term!@#NN LC NN VV DEC NN VC NN!@#!@#2!@#2!@#5 7!@#7!@#!@#!@#( (IP (NP (LCP (NP (NN 图2)) (LC 中)) (CP (IP (NP (NR ①地)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 热带季雨林带)))) )!@#!@#!@#!@#指示_0(①地所处的自然带,热带季雨林带)!@#指示!@#0_6!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
6-A!@#图2中①②③三地自然条件相比较	②地降水最多!@#None!@#图2 中 ①②③三地 自然 条件 相 比较 ②地 降水 最 多!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ②地 降水 最 多!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ②地 降水 最 多!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ②地 降水 最 多!@#NN LC loc NN NN AD VV loc VV AD VA!@#NN LC NR NN NN AD VV NN NN AD VA!@#!@#7!@#2 7!@#!@#!@#!@#!@#( (IP (IP (LCP (NN 图2) (LC 中)) (NP (NP (NR ①②③三地)) (NP (NN 自然) (NN 条件))) (VP (ADVP (AD 相)) (VP (VV 比较)))) (NP (NR ②地)) (VP (VP (VV 降水)) (VP (ADVP (AD 最)) (VP (VA 多))))) )!@#!@#!@#!@#其他陈述_0(②地降水,最多,#)!@#其他陈述!@#!@#7-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#null!@#6!@#0-2 5-6!@#3-4
6-B!@#图2中①②③三地自然条件相比较	只有③地的植被为森林!@#None!@#图2 中 ①②③三地 自然 条件 相 比较 只有 ③地 的 植被 为 森林!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 只有 ③地 的 植被 为 森林!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 只有 ③地 的 植被 为 森林!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 只有 ③地 的 植被 为 森林!@#NN LC loc NN NN AD VV AD loc DEG term VC NN!@#NN LC NR NN NN AD VV AD NN DEG NN VC NN!@#!@#8!@#2 8!@#!@#!@#!@#!@#( (IP (IP (LCP (NN 图2) (LC 中)) (NP (NP (NR ①②③三地)) (NP (NN 自然) (NN 条件))) (VP (ADVP (AD 相)) (VP (VV 比较)))) (ADVP (AD 只有)) (NP (DNP (NP (NR ③地)) (DEG 的)) (NP (NN 植被))) (VP (VC 为) (NP (NN 森林)))) )!@#!@#!@#!@#指示_0(只有③地的植被,森林)!@#指示!@#0_11!@#7-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 5-6!@#3-4
6-C!@#图2中①②③三地自然条件相比较	①地年均温最低!@#None!@#图2 中 ①②③三地 自然 条件 相 比较 ①地 年均 温 最 低!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ①地 年均 温 最 低!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ①地 年均 温 最 低!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ①地 年均 温 最 低!@#NN LC loc NN NN AD VV loc JJ NN AD VA!@#NN LC NR NN NN AD VV NN JJ NN AD VA!@#!@#7!@#2 7!@#!@#!@#!@#!@#( (IP (NP (CP (IP (LCP (NP (NN 图2)) (LC 中)) (NP (NP (NR ①②③三地)) (NP (NN 自然) (NN 条件))) (VP (ADVP (AD 相)) (VP (VV 比较))))) (NP (NR ①地)) (ADJP (JJ 年均)) (NP (NN 温))) (VP (ADVP (AD 最)) (VP (VA 低)))) )!@#!@#!@#!@#其他陈述_0(①地年均温,最低,#)!@#其他陈述!@#!@#7-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 5-6!@#3-4
6-D!@#图2中①②③三地自然条件相比较	②、③两地均受暖流影响!@#None!@#图2 中 ①②③三地 自然 条件 相 比较 ②、③两地 均 受 暖流 影响!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ② 、 ③ 两地 均 受 暖流 影响!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ② 、 ③ 两 地 均 受 暖流 影响!@#图2 中 ① ② ③ 三 地 自然 条件 相 比较 ② 、 ③ 两 地 均 受 暖流 影响!@#NN LC loc NN NN AD VV loc AD VV term NN!@#NN LC NR NN NN AD VV NN AD VV NN NN!@#!@#!@#2 7!@#10!@#!@#!@#!@#( (IP (NP (CP (IP (LCP (NP (NN 图2)) (LC 中)) (NP (NP (NR ①②③三地)) (NP (NN 自然) (NN 条件))) (VP (ADVP (AD 相)) (VP (VV 比较))))) (NP (NR ②、③两地))) (VP (ADVP (AD 均)) (VP (VV 受) (NP (NN 暖流) (NN 影响))))) )!@#!@#!@#!@#影响_0(暖流,②、③两地,#,#)!@#影响!@#0_9!@#7-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 5-6!@#3-4
7-A!@#在此期间，能源生产与消费结构的变化为	煤炭消费量的比重增加最多!@#None!@#在 此 期间 ， 能源 生产 与 消费 结构 的 变化 为 煤炭 消费量 的 比重 增加 最 多!@#在 此 期间 ， 能源 生产 与 消费 结构 的 变化 为 煤炭 消费量 的 比重 增加 最 多!@#在 此 期间 ， 能源 生产 与 消费 结构 的 变化 为 煤炭 消费量 的 比重 增加 最 多!@#在 此 期间 ， 能源 生产 与 消费 结构 的 变化 为 煤炭 消费量 的 比重 增加 最 多!@#P PN time PU NN NN CC NN NN DEG NN VC NN NN DEC NN VV AD VA!@#P PN NN PU NN NN CC NN NN DEG NN VC NN NN DEC NN NN AD VA!@#2!@#!@#!@#!@#!@#!@#!@#( (IP (NP (PP (P 在) (NP (PN 此))) (NP (NT 期间))) (PU ，) (NP (CP (IP (NP (DNP (NP (NN 能源) (NN 生产) (CC 与) (NN 消费) (NN 结构)) (DEG 的)) (NP (NN 变化))) (VP (VC 为) (NP (NN 煤炭) (NN 消费量)))) (DEC 的)) (NP (NN 比重))) (VP (VV 增加) (VP (ADVP (AD 最)) (VP (VA 多))))) )!@#其他关联_0(在此期间，能源生产与消费结构的变化,为,煤炭消费量的比重增加最多)!@#其他关联!@#!@#其他陈述_0(煤炭消费量的比重,增加,最多)!@#其他陈述!@#!@#12-18!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#时间状语!@#名词短语+动词短语!@#11!@#!@#
