编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#太白山	北麓为亚热带常绿阔叶林带!@#None!@#太白山北麓 为 亚热带常绿阔叶林 带!@#太白山 北麓 为 亚热带 常绿 阔叶林 带!@#太白山 北麓 为 亚热带常绿阔叶林带!@#太白山 北麓 为 亚热带常绿阔叶林带!@#loc P term NN!@#NN VC NN VV!@#!@#!@#0!@#2!@#!@#!@#!@#( (IP (NP (NR 太白山北麓)) (VP (PP (P 为) (NP (NN 亚热带常绿阔叶林))) (VP (NP (NN 带))))) )!@#!@#!@#!@#指示_0（太白山北麓，亚热带常绿阔叶林带）!@#指示!@#0_1!@#0-3!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#自定义类别!@#名词短语(包括时间/地点短语)!@#!@#!@#
3-D!@#图中最有可能为博物馆、乡（镇）行政机构、集贸市场依次是	①④⑤!@#None!@#图 中 最 有 可能 为 博物馆 、 乡 （ 镇 ） 行政 机构 、 集贸 市场 依次 是 ① ④ ⑤!@#图 中 最 有 可能 为 博物馆 、 乡 （ 镇 ） 行政 机构 、 集贸 市场 依次 是 ① ④ ⑤!@#图 中 最 有 可能 为 博物馆 、 乡 （ 镇 ） 行政 机构 、 集贸 市场 依次 是 ① ④ ⑤!@#图 中 最 有 可能 为 博物馆 、 乡 （ 镇 ） 行政 机构 、 集贸 市场 依次 是 ① ④ ⑤!@#NN LC AD VE NN VV NN PU NN PU NN PU NN NN PU NN NN AD VC NN NN NN!@#NN LC AD VE NN VC NN PU NN PU NN PU NN NN PU NN NN AD VC NN NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (LCP (NP (NN 图)) (LC 中)) (VP (ADVP (AD 最)) (VP (VP (VE 有) (NP (NN 可能))) (VP (VV 为) (NP (NN 博物馆)))))) (PU 、) (IP (NP (NN 乡) (PU （) (NN 镇) (PU ）) (NN 行政) (NN 机构) (PU 、) (NN 集贸) (NN 市场)) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN ①) (NN ④) (NN ⑤)))))) )!@#!@#!@#!@#指示_0(博物馆、乡（镇）行政机构、集贸市场,①④⑤)!@#指示!@#0_17-18!@#6-21!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#0-5!@#
4-A!@#图中	甲地陡峻，喀斯特地貌典型!@#y!@#图 中 甲地 陡峻 ， 喀斯特地貌 典型!@#图 中 甲地 陡峻 ， 喀斯特 地貌 典型!@#图 中 甲地 陡峻 ， 喀斯特地貌 典型!@#图 中 甲地 陡峻 ， 喀斯特地貌 典型!@#NN LC loc VA PU term VA!@#NN LC NN VA PU NN VA!@#!@#!@#2!@#5!@#!@#!@#!@#( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地))) (VP (VA 陡峻))) (PU ，) (IP (NP (NN 喀斯特地貌)) (VP (VA 典型)))) )!@#!@#!@#!@#其他陈述_0(甲地陡峻)其他陈述_1(甲地喀斯特地貌典型)!@#其他陈述!@#!@#2-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#null!@#!@#0-1!@#
4-A-0!@#图中	甲地陡峻!@#ed-ori!@#图 中 甲地 陡峻!@#图 中 甲地 陡峻!@#图 中 甲地 陡峻!@#图 中 甲地 陡峻!@#NN LC loc VA!@#NN LC NN VA!@#!@#!@#2!@#!@#!@#!@#!@#( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地)) (VP (VA 陡峻))) )!@#!@#!@#!@#其他陈述_0(甲地陡峻)!@#其他陈述!@#!@#2-3!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
4-A-1!@#图中	甲地喀斯特地貌典型!@#ed-mod!@#图 中 甲地 喀斯特地貌 典型!@#图 中 甲地 喀斯特 地貌 典型!@#图 中 甲地 喀斯特地貌 典型!@#图 中 甲地 喀斯特地貌 典型!@#NN LC loc term VA!@#NN LC NN NN VA!@#!@#!@#2!@#3!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地)) (NP (NN 喀斯特地貌))) (VP (VA 典型))) )!@#!@#!@#!@#其他陈述_0(甲地喀斯特地貌典型)!@#其他陈述!@#!@#2-4!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
4-B!@#图中	乙地低平，泥石流灾害频发!@#y!@#图 中 乙地 低平 ， 泥石流 灾害 频发!@#图 中 乙地 低平 ， 泥石流 灾害 频发!@#图 中 乙地 低平 ， 泥石流 灾害 频发!@#图 中 乙地 低平 ， 泥石流 灾害 频发!@#NN LC loc VA PU term NN VV!@#NN LC NN VA PU NN NN VV!@#!@#!@#2!@#5!@#!@#!@#!@#( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 乙地))) (VP (VA 低平))) (PU ，) (IP (NP (NN 泥石流) (NN 灾害)) (VP (VV 频发)))) )!@#!@#!@#!@#其他陈述_0(乙地低平)其他陈述_1(乙地泥石流灾害频发)!@#其他陈述!@#!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
4-B-0!@#图中	乙地低平!@#ed-ori!@#图 中 乙地 低平!@#图 中 乙地 低平!@#图 中 乙地 低平!@#图 中 乙地 低平!@#NN LC loc VA!@#NN LC NN VA!@#!@#!@#2!@#!@#!@#!@#!@#( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 乙地)) (VP (VA 低平))) )!@#!@#!@#!@#其他陈述_0(乙地低平)!@#其他陈述!@#!@#2-3!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
4-B-1!@#图中	乙地泥石流灾害频发!@#ed-mod!@#图 中 乙地 泥石流 灾害 频发!@#图 中 乙地 泥石流 灾害 频发!@#图 中 乙地 泥石流 灾害 频发!@#图 中 乙地 泥石流 灾害 频发!@#NN LC loc term NN VV!@#NN LC NN NN NN VV!@#!@#!@#2!@#3!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR 乙地)) (NP (NN 泥石流) (NN 灾害)))) (VP (VV 频发))) )!@#!@#!@#!@#其他陈述_0(乙地泥石流灾害频发)!@#其他陈述!@#!@#2-5!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
4-B!@#图中	丙村比丁村土层深厚!@#None!@#图 中 丙村 比 丁村 土层 深厚!@#图 中 丙村 比 丁村 土层 深厚!@#图 中 丙村 比 丁村 土层 深厚!@#图 中 丙村 比 丁村 土层 深厚!@#NN LC loc P loc NN VA!@#NN LC NN P NN NN VA!@#!@#!@#2 4!@#!@#4!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 丙村))) (VP (PP (P 比) (NP (NR 丁村) (NN 土层))) (VP (VA 深厚)))) )!@#!@#!@#!@#比较_0(丙村,土层,丁村,土层,深厚)!@#比较!@#0_3!@#2-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
4-D!@#图中	丁村比丙村地下水埋藏浅!@#None!@#图 中 丁村 比 丙村 地下水 埋藏 浅!@#图 中 丁村 比 丙村 地下水 埋藏 浅!@#图 中 丁村 比 丙村 地下水 埋藏 浅!@#图 中 丁村 比 丙村 地下水 埋藏 浅!@#NN LC loc P loc NN VV VA!@#NN LC NN P NN NN VV VA!@#!@#!@#2 4!@#!@#2!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 丁村))) (VP (PP (P 比) (NP (NR 丙村) (NN 地下水))) (VP (VRD (VV 埋藏) (VA 浅))))) )!@#!@#!@#!@#比较_0(丁村,地下水埋藏,丙村,地下水埋藏,浅)!@#比较!@#0_3!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
5-A!@#图示地区	地势西高东低、南高北低!@#None!@#图示 地区 地势 西 高 东 低 、 南 高 北 低!@#图示 地区 地势 西 高 东 低 、 南 高 北 低!@#图示 地区 地势 西 高东 低 、 南 高北 低!@#图示 地区 地势 西 高 东 低 、 南 高 北 低!@#VA NN NN NN VA NN VA PU NN VA NN VA!@#VV NN NN NN VA NN VA PU NN VA NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (IP (NP (CP (VP (VA 图示))) (NP (NN 地区) (NN 地势))) (IP (IP (NP (NN 西)) (VP (VA 高))) (IP (NP (NN 东)) (VP (VA 低))))) (PU 、) (IP (NP (NN 南)) (VP (VA 高)))) (NP (NN 北)) (VP (VA 低))) )!@#!@#!@#!@#其他陈述_0(图示地区,地势,西高东低、南高北低)!@#其他陈述!@#!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@# null!@#范围限定!@#!@#!@#
5-B!@#图示地区	山前平原受外力侵蚀作用明显!@#None!@#图示 地区 山前 平原 受 外力侵蚀作用 明显!@#图示 地区 山前 平原 受 外力 侵蚀 作用 明显!@#图示 地区 山前 平原 受 外力侵蚀作用 明显!@#图示 地区 山前 平原 受 外力侵蚀作用 明显!@#VA NN NN term VV term VA!@#VV NN NN NN VV NN VA!@#!@#!@#!@#3 5!@#!@#!@#!@#( (IP (NP (NP (CP (VP (VA 图示))) (NP (NN 地区))) (NP (NN 山前) (NN 平原))) (VP (VV 受) (IP (NP (NN 外力侵蚀作用)) (VP (VA 明显))))) )!@#!@#!@#!@#影响_0(外力侵蚀作用,图示地区山前平原,#,明显)!@#影响!@#0_4!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
5-B!@#图示地区	洪积扇面积差异取决于降水量!@#None!@#图示 地区 洪积扇 面积 差异 取决 于 降水量!@#图示 地区 洪积扇 面积 差异 取决 于 降水量!@#图示 地区 洪积扇 面积 差异 取决于 降水量!@#图示 地区 洪积扇 面积 差异 取决于 降水量!@#VA NN NN NN NN VV P NN!@#VV NN NN NN NN VV P NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (CP (VP (VA 图示))) (NP (NN 地区) (NN 洪积扇) (NN 面积))) (NP (NN 差异))) (VP (VV 取决) (PP (P 于) (NP (NN 降水量))))) )!@#!@#!@#!@#因素关联_0(降水量,图示地区洪积扇面积差异)!@#因素关联!@#0_5-6!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
5-D!@#图示地区	渠水通过蒸发环节参与水循环!@#None!@#图示 地区 渠水 通过 蒸发 环节 参与 水循环!@#图示 地区 渠水 通过 蒸发 环节 参与 水循环!@#图示 地区 渠水 通过 蒸发 环节 参与 水循环!@#图示 地区 渠水 通过 蒸发 环节 参与 水循环!@#VA NN NN P VV NN VV NN!@#VV NN NN P NN NN VV NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (CP (VP (VA 图示))) (NP (NN 地区) (NN 渠水))) (VP (PP (P 通过) (IP (VP (VV 蒸发) (NP (NN 环节))))) (VP (VV 参与) (NP (NN 水循环))))) )!@#!@#!@#!@#其他陈述_0(图示地区渠水通过蒸发环节参与水循环)!@#其他陈述!@#!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
6-A!@#该优惠政策有助于	游客对旅游目的地进行选择!@#None!@#该 优惠 政策 有助于 游客 对 旅游 目的地 进行 选择!@#该 优惠 政策 有助于 游客 对 旅游 目的地 进行 选择!@#该 优惠 政策 有助于 游客 对 旅游 目的地 进行 选择!@#该 优惠 政策 有助于 游客 对 旅游 目的地 进行 选择!@#DT NN NN VV NN P NN NN VV NN!@#DT NN NN VV NN P NN NN VV NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 优惠) (NN 政策))) (VP (VV 有助于) (IP (NP (NN 游客)) (VP (PP (P 对) (NP (NN 旅游) (NN 目的地))) (VP (VV 进行) (NP (NN 选择))))))) )!@#影响_0(该优惠政策,游客对旅游目的地进行选择,#,)!@#影响!@#0_3!@#!@#!@#!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#动词短语!@#3!@#!@#
6-B!@#该优惠政策有助于	提升当地旅游资源价值!@#None!@#该 优惠 政策 有助于 提升 当地 旅游 资源 价值!@#该 优惠 政策 有助于 提升 当地 旅游 资源 价值!@#该 优惠 政策 有助于 提升 当地 旅游 资源 价值!@#该 优惠 政策 有助于 提升 当地 旅游 资源 价值!@#DT NN NN VV VV NN NN NN NN!@#DT NN NN VV VV NN NN NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 优惠) (NN 政策))) (VP (VV 有助于) (IP (VP (VV 提升) (NP (NN 当地) (NN 旅游) (NN 资源) (NN 价值)))))) )!@#影响_0(该优惠政策,当地旅游资源,#,提升)!@#影响!@#0_3!@#!@#!@#!@#4-8!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
6-C!@#该优惠政策有助于	降低游客交通与游览用时的比值!@#None!@#该 优惠 政策 有助于 降低 游客 交通 与 游览 用时 的 比值!@#该 优惠 政策 有助于 降低 游客 交通 与 游览 用时 的 比值!@#该 优惠 政策 有助于 降低 游客 交通 与 游览 用时 的 比值!@#该 优惠 政策 有助于 降低 游客 交通 与 游览 用时 的 比值!@#DT NN NN VV VV NN NN CC NN NN DEG NN!@#DT NN NN VV VV NN NN CC NN NN DEG NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 优惠) (NN 政策))) (VP (VV 有助于) (IP (VP (VV 降低) (NP (DNP (NP (NN 游客) (NN 交通) (CC 与) (NN 游览) (NN 用时)) (DEG 的)) (NP (NN 比值))))))) )!@#影响_0(该优惠政策,游客交通与游览用时比值,#,降低)!@#影响!@#0_3!@#!@#!@#!@#4-11!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
