编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#器箭分离时“嫦娥三号”探测器飞越	亚洲上空!@#None!@#器箭 分离 时 “ 嫦娥 三号 ” 探测器 飞越 亚洲 上空!@#器箭 分离 时 “ 嫦娥 三号 ” 探测器 飞越 亚洲 上空!@#器箭 分离 时 “ 嫦娥三号 ” 探测器 飞越 亚 洲上空!@#器箭 分离 时 “ 嫦娥三号 ” 探测器 飞越 亚洲 上空!@#NN VV LC PU NR num PU NN VV loc NN!@#NN VV LC PU NN NN PU NN VV NR NN!@#!@#!@#9!@#!@#9!@#5!@#!@#( (IP (NP (LCP (IP (NP (NN 器箭)) (VP (VV 分离))) (LC 时)) (QP (PU “) (NP (NR 嫦娥)) (CD 三号) (PU ”)) (NP (NN 探测器))) (VP (VV 飞越) (NP (NP (NR 亚洲)) (NP (NN 上空))))) )!@#!@#!@#!@#其他陈述_0(器箭分离时“嫦娥三号”探测器,飞越,亚洲上空)!@#其他陈述!@#0_8!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#8!@#!@#
3-D!@#下图中能反映此日后20天时全球昼长分布的曲线是	④!@#None!@#下图 中 能 反映 此 日 后 20天 时 全球 昼长 分布 的 曲线 是 ④!@#下图 中 能 反映 此 日 后 20 天 时 全球 昼长 分布 的 曲线 是 ④!@#下图 中 能 反映 此 日 后 20 天 时 全球 昼长 分布 的 曲线 是 ④!@#下图 中 能 反映 此 日 后 20 天 时 全球 昼长 分布 的 曲线 是 ④!@#NN LC VV VV DT NN LC time LC NN NN NN DEG NN VC NN!@#NN LC VV VV DT NN LC NN LC NN NN NN DEG NN VC NN!@#7!@#!@#!@#!@#!@#!@#!@#( (IP (LCP (NP (NN 下图)) (LC 中)) (VP (VV 能) (VP (VV 反映) (IP (LCP (NP (DP (DT 此)) (NP (NN 日))) (LC 后)) (NP (LCP (NP (NT 20天)) (LC 时)) (DNP (NP (NN 全球) (NN 昼长) (NN 分布)) (DEG 的)) (NP (NN 曲线))) (VP (VC 是) (NP (NN ④))))))) )!@#!@#!@#!@#指示_0(能反映此日后20天时全球昼长分布的曲线,④)!@#指示!@#0_14!@#2-15!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
4-A!@#图中风带为	东南信风带!@#None!@#图 中 风带 为 东南信风带!@#图 中 风带 为 东南 信风 带!@#图 中 风带 为 东南信风带!@#图 中 风带 为 东南信风带!@#NN LC term VV term!@#NN LC NN VC NN!@#!@#!@#!@#2 4!@#!@#!@#!@#( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 风带)) (VP (VV 为) (NP (NN 东南信风带)))) )!@#!@#!@#!@#指示_0(风带,东南信风带)!@#指示!@#0_3!@#2-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#3!@#0-1!@#
4-B!@#图中风带为	中纬西风带!@#None!@#图 中 风带 为 中纬西风带!@#图 中 风带 为 中纬 西风 带!@#图 中 风带 为 中纬西风带!@#图 中 风带 为 中纬西风带!@#NN LC term VC term!@#NN LC NN VC NN!@#!@#!@#!@#2 4!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 风带))) (VP (VC 为) (NP (NN 中纬西风带)))) )!@#!@#!@#!@#指示_0(风带,中纬西风带)!@#指示!@#0_3!@#2-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
4-C!@#图中风带为	东北信风带!@#None!@#图 中 风带 为 东北信风带!@#图 中 风带 为 东北 信风 带!@#图 中 风带 为 东北信风带!@#图 中 风带 为 东北信风带!@#NN LC term VV term!@#NN LC NN VC NN!@#!@#!@#!@#2 4!@#!@#!@#!@#( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 风带)) (VP (VV 为) (NP (NN 东北信风带)))) )!@#!@#!@#!@#指示_0(风带,东北信风带)!@#指示!@#0_3!@#2-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
4-D!@#图中风带为	极地东风带!@#None!@#图 中 风带 为 极地东风带!@#图 中 风带 为 极地 东风 带!@#图 中 风带 为 极地东风带!@#图 中 风带 为 极地东风带!@#NN LC term VV term!@#NN LC NN VC NN!@#!@#!@#!@#2 4!@#!@#!@#!@#( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 风带)) (VP (VV 为) (NP (NN 极地东风带)))) )!@#!@#!@#!@#指示_0(风带,极地东风带)!@#指示!@#0_3!@#2-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-1!@#
5-A!@#图中所示沿海地区的气候类型是	温带海洋性气候!@#None!@#图 中 所示 沿海 地区 的 气候类型 是 温带海洋性气候!@#图 中 所示 沿海 地区 的 气候 类型 是 温带 海洋性 气候!@#图 中 所示 沿 海地区 的 气候类型 是 温带海洋性气候!@#图 中 所示 沿海 地区 的 气候类型 是 温带海洋性气候!@#NN LC VV NN NN DEG term VC term!@#NN LC VV NN NN DEG NN VC NN!@#!@#!@#!@#6 8!@#!@#!@#!@#( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VV 所示))) (NP (NN 沿海) (NN 地区))) (DEG 的)) (NP (NN 气候类型))) (VP (VC 是) (NP (NN 温带海洋性气候)))) )!@#!@#!@#!@#指示_0(沿海地区的气候类型,温带海洋性气候)!@#指示!@#0_7!@#3-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#7!@#0-2!@#
5-B!@#图中所示沿海地区的气候类型是	热带沙漠气候!@#None!@#图 中 所示 沿海 地区 的 气候类型 是 热带沙漠气候!@#图 中 所示 沿海 地区 的 气候 类型 是 热带 沙漠 气候!@#图 中 所示 沿 海地区 的 气候类型 是 热带沙漠气候!@#图 中 所示 沿海 地区 的 气候类型 是 热带沙漠气候!@#NN LC VV NN NN DEG term VC term!@#NN LC VV NN NN DEG NN VC NN!@#!@#!@#!@#6 8!@#8!@#!@#!@#( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VV 所示))) (NP (NN 沿海) (NN 地区))) (DEG 的)) (NP (NN 气候类型))) (VP (VC 是) (NP (NN 热带沙漠气候)))) )!@#!@#!@#!@#指示_0(沿海地区的气候类型,热带沙漠气候)!@#指示!@#0_7!@#3-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-2!@#
5-C!@#图中所示沿海地区的气候类型是	地中海气候!@#None!@#图 中 所示 沿海 地区 的 气候类型 是 地中海气候!@#图 中 所示 沿海 地区 的 气候 类型 是 地中海 气候!@#图 中 所示 沿 海地区 的 气候类型 是 地中海气候!@#图 中 所示 沿海 地区 的 气候类型 是 地中海气候!@#NN LC VV NN NN DEG term VC term!@#NN LC VV NN NN DEG NN VC NN!@#!@#!@#!@#6 8!@#!@#!@#!@#( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VV 所示))) (NP (NN 沿海) (NN 地区))) (DEG 的)) (NP (NN 气候类型))) (VP (VC 是) (NP (NN 地中海气候)))) )!@#!@#!@#!@#指示_0(沿海地区的气候类型,地中海气候)!@#指示!@#0_7!@#3-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-2!@#
5-D!@#图中所示沿海地区的气候类型是	温带大陆性气候!@#None!@#图 中 所示 沿海 地区 的 气候类型 是 温带大陆性气候!@#图 中 所示 沿海 地区 的 气候 类型 是 温带 大陆性 气候!@#图 中 所示 沿 海地区 的 气候类型 是 温带大陆性气候!@#图 中 所示 沿海 地区 的 气候类型 是 温带大陆性气候!@#NN LC VV NN NN DEG term VC term!@#NN LC VV NN NN DEG NN VC NN!@#!@#!@#!@#6 8!@#!@#!@#!@#( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VV 所示))) (NP (NN 沿海) (NN 地区))) (DEG 的)) (NP (NN 气候类型))) (VP (VC 是) (NP (NN 温带大陆性气候)))) )!@#!@#!@#!@#指示_0(沿海地区的气候类型,温带大陆性气候)!@#指示!@#0_7!@#3-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-2!@#
6-A!@#图中北极村	北邻俄罗斯!@#None!@#图 中 北极村 北 邻 俄罗斯!@#图 中 北极村 北 邻 俄罗斯!@#图 中 北极村 北 邻 俄罗斯!@#图 中 北极村 北 邻 俄罗斯!@#NN LC NR NN VV loc!@#NN LC NR NN VV NR!@#!@#!@#5!@#!@#5!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 北极村)) (NP (NN 北))) (VP (VV 邻) (NP (NR 俄罗斯)))) )!@#!@#!@#!@#其他陈述_0(北极村,北邻,俄罗斯)!@#其他陈述!@#0_3-4!@#2-5!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#null!@#名词短语(包括时间/地点短语)!@#!@#0-1!@#
6-B!@#图中北极村	属于松花江流域!@#None!@#图 中 北极村 属于 松花江流域!@#图 中 北极村 属于 松花江 流域!@#图 中 北极村 属于 松花江流域!@#图 中 北极村 属于 松花江流域!@#NN LC NR VV term!@#NN LC NR VV NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 北极村))) (VP (VV 属于) (NP (NN 松花江流域)))) )!@#!@#!@#!@#其他陈述_0(北极村,属于,松花江流域)!@#其他陈述!@#!@#2-4!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#0-1!@#
6-C!@#图中北极村	有极昼极夜现象!@#None!@#图 中 北极村 有 极昼 极夜 现象!@#图 中 北极村 有 极昼 极夜 现象!@#图 中 北极村 有 极昼 极夜 现象!@#图 中 北极村 有 极昼 极夜 现象!@#NN LC NR VE term term NN!@#NN LC NR VE NN NN NN!@#!@#!@#!@#4 5!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 北极村))) (VP (VE 有) (NP (NP (NN 极昼) (NN 极夜)) (NP (NN 现象))))) )!@#!@#!@#!@#其他陈述_0(北极村,有,极昼极夜现象)!@#其他陈述!@#0_3!@#2-6!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#0-1!@#
6-D!@#图中北极村	自转线速度比大连大!@#None!@#图 中 北极村 自转线速度 比 大连 大!@#图 中 北极村 自转 线速度 比 大连 大!@#图 中 北极村 自转线速度 比 大连 大!@#图 中 北极村 自转线速度 比 大连 大!@#NN LC NR term P loc VA!@#NN LC NR NN P NR VA!@#!@#!@#5!@#3!@#5!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 北极村) (NN 自转线速度))) (VP (PP (P 比) (NP (NR 大连))) (VP (VA 大)))) )!@#!@#!@#!@#比较_0(北极村,自转线速度,大连,#,大)!@#比较!@#0_4!@#2-6!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#0-1!@#
7-A!@#关于图中降雪分布规律的叙述，正确的是	最初日期由北向南越来越晚!@#None!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最初 日期 由 北 向 南 越 来 越 晚!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最初 日期 由 北 向 南 越 来 越 晚!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最初 日期 由 北 向 南 越来越 晚!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最初 日期 由 北 向 南 越来越 晚!@#P NN LC NN NN NN DEG NN PU VA DEC VC JJ NN P NN P NN AD VV AD VA!@#P NN LC NN NN NN DEG NN PU VA DEC VC JJ NN P NN P NN AD VV AD VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (PP (P 关于) (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 降雪) (NN 分布) (NN 规律))) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (ADJP (JJ 最初)) (NP (NN 日期))) (VP (PP (PP (P 由) (NP (NN 北))) (PP (P 向) (NP (NN 南)))) (ADVP (AD 越)) (VP (VP (VV 来)) (VP (ADVP (AD 越)) (VP (VA 晚)))))))) )!@#!@#!@#!@#变化_0(最初日期,由北向南,越来越晚)!@#变化!@#0_18-19-20!@#12-21!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#null!@#11!@#0-2 6-11!@#3-5
7-B!@#关于图中降雪分布规律的叙述，正确的是	最终日期由北向南越来越晚!@#None!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最终 日期 由 北 向 南 越 来 越 晚!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最终 日期 由 北 向 南 越 来 越 晚!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最终 日期 由 北 向 南 越来越 晚!@#关于 图 中 降雪 分布 规律 的 叙述 ， 正确 的 是 最终 日期 由 北 向 南 越来越 晚!@#P NN LC NN NN NN DEG NN PU VA DEC VC JJ NN P NN P NN AD VV AD VA!@#P NN LC NN NN NN DEG NN PU VA DEC VC JJ NN P NN P NN AD VV AD VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (PP (P 关于) (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 降雪) (NN 分布) (NN 规律))) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (ADJP (JJ 最终)) (NP (NN 日期))) (VP (PP (PP (P 由) (NP (NN 北))) (PP (P 向) (NP (NN 南)))) (ADVP (AD 越)) (VP (VP (VV 来)) (VP (ADVP (AD 越)) (VP (VA 晚)))))))) )!@#!@#!@#!@#变化_0(最终日期,由北向南,越来越晚)!@#变化!@#0_18-19-20!@#12-21!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 6-11!@#3-5
