编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#图中天气系统	为北半球反气旋!@#None!@#图 中 天气系统 为 北半球 反气旋!@#图 中 天气系统 为 北半球 反气旋!@#图 中 天气系统 为 北半球 反气旋!@#图 中 天气系统 为 北半球 反气旋!@#!@#NN LC NN VC NN NN!@#!@#!@#4!@#2 5!@#!@#!@#!@#!@#!@#!@#!@#指示_0(天气系统,北半球反气旋)!@#指示!@#0_3!@#2-5!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@# null!@#名词短语(包括时间/地点短语)!@#!@#0-1!@#
3-D!@#图中区域	山地雪线高度逐年降低!@#None!@#图 中 区域 山地 雪线 高度 逐年 降低!@#图 中 区域 山地 雪线 高度 逐年 降低!@#图 中 区域 山地 雪线 高度 逐年 降低!@#图 中 区域 山地 雪线 高度 逐年 降低!@#!@#NN LC NN NN NN NN AD VV!@#!@#!@#!@#3 4!@#!@#!@#!@#!@#!@#!@#!@#变化_0(图中区域山地雪线高度,逐年,降低)!@#变化!@#0_7!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
4-A!@#导致图示地区冰川变化的首要影响因素是	气温!@#None!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 气温!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 气温!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 气温!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 气温!@#!@#VV VV NN NN NN DEG JJ NN NN VC NN!@#!@#!@#!@#3!@#!@#!@#!@#!@#原因_0(图示地区冰川变化,气温)!@#原因!@#0_0!@#指示_0(导致图示地区冰川变化的影响因素,气温)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# null!@#名词短语+动词短语!@#9!@#6!@#
4-B!@#导致图示地区冰川变化的首要影响因素是	光照!@#None!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 光照!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 光照!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 光照!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 光照!@#!@#VV VV NN NN NN DEG JJ NN NN VC NN!@#!@#!@#!@#3!@#!@#!@#!@#!@#原因_0(图示地区冰川变化,光照)!@#原因!@#0_0!@#指示_0(导致图示地区冰川变化的影响因素,光照)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6!@#
4-C!@#导致图示地区冰川变化的首要影响因素是	降水!@#None!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 降水!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 降水!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 降水!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 降水!@#!@#VV VV NN NN NN DEG JJ NN NN VC NN!@#!@#!@#!@#3!@#!@#!@#!@#!@#原因_0(图示地区冰川变化,降水)!@#原因!@#0_0!@#指示_0(导致图示地区冰川变化的影响因素,降水)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6!@#
4-D!@#导致图示地区冰川变化的首要影响因素是	当地人类活动!@#None!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 当地 人类 活动!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 当地 人类 活动!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 当地 人类 活动!@#导致 图示 地区 冰川 变化 的 首要 影响 因素 是 当地 人类 活动!@#!@#VV VV NN NN NN DEG JJ NN NN VC NN NN NN!@#!@#!@#!@#3!@#!@#!@#!@#!@#原因_0(图示地区冰川变化,当地人类活动)!@#原因!@#0_0!@#指示_0(导致图示地区冰川变化的影响因素,当地人类活动)!@#指示!@#0_9!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6!@#
5-A!@#图中地貌广泛分布于我国	东北地区!@#None!@#图 中 地貌 广泛 分布于 我国 东北地区!@#图 中 地貌 广泛 分布于 我国 东北 地区!@#图 中 地貌 广泛 分布于 我国 东北 地区!@#图 中 地貌 广泛 分布于 我国 东北 地区!@#!@#NN LC NN AD VV NR NN!@#!@#!@#5 6!@#2!@#!@#!@#!@#!@#其他关联_0(图中地貌,广泛分布于,我国东北地区)!@#其他关联!@#!@#分布_0(图中地貌,我国东北地区)!@#分布!@#0_4!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# null!@#名词短语+动词短语!@#4!@#!@#
5-B!@#图中地貌广泛分布于我国	西北地区!@#None!@#图 中 地貌 广泛 分布于 我国 西北地区!@#图 中 地貌 广泛 分布于 我国 西北 地区!@#图 中 地貌 广泛 分布于 我国 西北地区!@#图 中 地貌 广泛 分布于 我国 西北 地区!@#!@#NN LC NN AD VV NR NN!@#!@#!@#5 6!@#2!@#!@#!@#!@#!@#其他关联_0(图中地貌,广泛分布于,我国西北地区)!@#其他关联!@#!@#分布_0(图中地貌,我国西北地区)!@#分布!@#0_4!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
5-C!@#图中地貌广泛分布于我国	西南地区!@#None!@#图 中 地貌 广泛 分布于 我国 西南地区!@#图 中 地貌 广泛 分布于 我国 西南 地区!@#图 中 地貌 广泛 分布于 我国 西南 地区!@#图 中 地貌 广泛 分布于 我国 西南 地区!@#!@#NN LC NN AD VV NR NN!@#!@#!@#5 6!@#2!@#!@#!@#!@#!@#其他关联_0(图中地貌,广泛分布于,我国西南地区)!@#其他关联!@#!@#分布_0(图中地貌,我国西南地区)!@#分布!@#0_4!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
5-D!@#图中地貌广泛分布于我国	青藏地区!@#None!@#图 中 地貌 广泛 分布于 我国 青藏地区!@#图 中 地貌 广泛 分布于 我国 青藏 地区!@#图 中 地貌 广泛 分布于 我国 青藏 地区!@#图 中 地貌 广泛 分布于 我国 青藏 地区!@#!@#NN LC NN AD VV NR NR!@#!@#!@#5 6!@#2!@#!@#!@#!@#!@#其他关联_0(图中地貌,广泛分布于,我国青藏地区)!@#其他关联!@#!@#分布_0(图中地貌,我国青藏地区)!@#分布!@#0_4!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
6-A!@#图中	地质地貌的形成顺序是③①②!@#None!@#图 中 地质 地貌 的 形成 顺序 是 ③ ① ②!@#图 中 地质 地貌 的 形成 顺序 是 ③ ① ②!@#图 中 地质 地貌 的 形成 顺序 是 ③ ① ②!@#图 中 地质 地貌 的 形成 顺序 是 ③ ① ②!@#!@#NN LC NN NN DEG NN NN VC NN NN NN!@#!@#!@#!@#2 3!@#!@#!@#!@#!@#!@#!@#!@#指示_0(地质地貌的形成顺序,③①②)!@#指示!@#0_7!@#2-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#自定义类别!@#!@#0-1!@#
6-B!@#图中	岩层①是由于变质作用形成的!@#None!@#图 中 岩层 ① 是 由于 变质作用 形成 的!@#图 中 岩层 ① 是 由于 变质作用 形成 的!@#图 中 岩层 ① 是 由于 变质作用 形成 的!@#图 中 岩层 ① 是 由于 变质作用 形成 的!@#!@#NN LC NN NN VC P NN VV DEC!@#!@#!@#!@#6!@#!@#!@#!@#!@#!@#!@#!@#构成_0(岩层①,变质作用,形成)!@#构成!@#0_7!@#2-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
6-C!@#图中	河流④处左岸堆积，右岸侵蚀!@#y!@#图 中 河流 ④处 左岸 堆积 ， 右岸 侵蚀!@#图 中 河流 ④处 左岸 堆积 ， 右岸 侵蚀!@#图 中 河流 ④处 左岸 堆积 ， 右岸 侵蚀!@#图 中 河流 ④处 左岸 堆积 ， 右岸 侵蚀!@#!@#NN LC NN NN NN VA PU NN VA!@#!@#!@#3!@#5 8!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(河流④处左岸堆积，右岸侵蚀)!@#其他陈述!@#!@#2-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
6-C-0!@#图中	河流④处左岸堆积!@#ed-ori!@#图 中 河流 ④处 左岸 堆积!@#图 中 河流 ④处 左岸 堆积!@#图 中 河流 ④处 左岸 堆积!@#图 中 河流 ④处 左岸 堆积!@#!@#NN LC NN NN NN VA!@#!@#!@#3!@#5!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(河流④处左岸堆积)!@#其他陈述!@#!@#2-5!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
6-C-1!@#图中	河流④处右岸侵蚀!@#ed-mod!@#图 中 河流 ④处 右岸 侵蚀!@#图 中 河流 ④处 右岸 侵蚀!@#图 中 河流 ④处 右岸 侵蚀!@#图 中 河流 ④处 右岸 侵蚀!@#!@#NN LC NN NN NN VA!@#!@#!@#3!@#5!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(河流④处右岸侵蚀)!@#其他陈述!@#!@#2-5!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
6-D!@#图中	暗河主要通过蒸发参与水循环!@#None!@#图 中 暗河 主要 通过 蒸发 参与 水循环!@#图 中 暗河 主要 通过 蒸发 参与 水循环!@#图 中 暗河 主要 通过 蒸发 参与 水循环!@#图 中 暗河 主要 通过 蒸发 参与 水循环!@#!@#NN LC NN AD P NN VV NN!@#!@#!@#!@#5 7!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(暗河主要通过蒸发,参与,水循环)!@#其他陈述!@#!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1!@#
7-A!@#该区域的农业模式	发展优势是肥沃深厚的土壤条件!@#None!@#该 区域 的 农业 模式 发展 优势 是 肥沃 深厚 的 土壤 条件!@#该 区域 的 农业 模式 发展 优势 是 肥沃 深厚 的 土壤 条件!@#该 区域 的 农业 模式 发展 优势 是 肥沃 深厚 的 土壤 条件!@#该 区域 的 农业 模式 发展 优势 是 肥沃 深厚 的 土壤 条件!@#!@#DT NN DEC NN NN NN NN VC VA VA DEC NN NN!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(该区域的农业模式发展优势,肥沃深厚的土壤条件)!@#指示!@#0_7!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# null!@#名词短语(包括时间/地点短语)!@#!@#!@#
7-B!@#该区域的农业模式	适合大型机械化生产，商品率高!@#y!@#该 区域 的 农业 模式 适合 大型 机械化 生产 ， 商品率 高!@#该 区域 的 农业 模式 适合 大型 机械化 生产 ， 商品率 高!@#该 区域 的 农业 模式 适合 大型 机械化 生产 ， 商品率 高!@#该 区域 的 农业 模式 适合 大型 机械化 生产 ， 商品率 高!@#!@#DT NN DEC NN NN VV JJ NN NN PU NN VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(该区域的农业模式适合大型机械化生产，商品率高)!@#其他陈述!@#!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
7-B-0!@#该区域的农业模式	适合大型机械化生产!@#ed-ori!@#该区域 的 农业 模式 适合 大型 机械化 生产!@#该 区域 的 农业 模式 适合 大型 机械化 生产!@#该 区域 的 农业 模式 适合 大型 机械化 生产!@#该 区域 的 农业 模式 适合 大型 机械化 生产!@#!@#NN DEG NN NN VV JJ NN NN!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(该区域的农业模式适合大型机械化生产)!@#其他陈述!@#!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
7-B-1!@#该区域的农业模式	商品率高!@#ed-ori!@#该区域 的 农业 模式 商品率 高!@#该 区域 的 农业 模式 商品率 高!@#该 区域 的 农业 模式 商品率 高!@#该 区域 的 农业 模式 商品率 高!@#!@#NN DEG NN NN NN VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(该区域的农业模式商品率高)!@#其他陈述!@#!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
7-C!@#该区域的农业模式	有利于减轻滑坡、泥石流等灾害!@#None!@#该区域 的 农业 模式 有利于 减轻 滑坡 、 泥石流 等 灾害!@#该 区域 的 农业 模式 有利于 减轻 滑坡 、 泥石流 等 灾害!@#该 区域 的 农业 模式 有利于 减轻 滑坡 、 泥石流 等 灾害!@#该 区域 的 农业 模式 有利于 减轻 滑坡 、 泥石流 等 灾害!@#!@#NN DEG NN NN VV VV NN PU NN ETC NN!@#!@#!@#0!@#6 8!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(该区域的农业模式,有利于,减轻滑坡、泥石流等灾害)!@#其他陈述!@#!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
7-D!@#该区域的农业模式	可提升不同纬度水热资源利用率!@#None!@#该区域 的 农业 模式 可 提升 不同 纬度 水热 资源 利用率!@#该 区域 的 农业 模式 可 提升 不同 纬度 水热 资源 利用率!@#该 区域 的 农业 模式 可 提升 不同 纬度 水热 资源 利用率!@#该 区域 的 农业 模式 可 提升 不同 纬度 水热 资源 利用率!@#!@#NN DEG NN NN VV VV JJ NN NN NN NN!@#!@#!@#0!@#7!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(该区域的农业模式,可提升,不同纬度水热资源利用率)!@#其他陈述!@#!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
8-①!@#北京市会展业的优势区位条件有	依托首都城市职能，会展资源丰富!@#y!@#北京市 会展业 的 优势 区位条件 有 依托 首都 城市职能 ， 会展 资源 丰富!@#北京市 会展业 的 优势 区位条件 有 依托 首都 城市职能 ， 会展 资源 丰富!@#北京市 会 展业 的 优势 区位条件 有 依托 首都 城市 职能 ， 会展 资源 丰富!@#北京市 会 展业 的 优势 区位条件 有 依托 首都 城市 职能 ， 会展 资源 丰富!@#!@#NR NN DEG NN NN VE NN NN NN PU NN NN VA!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,依托首都城市职能，会展资源丰富)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,依托首都城市职能，会展资源丰富)!@#其他陈述!@#!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@# null!@#名词短语+动词短语!@#5!@#!@#
8-①-0!@#北京市会展业的优势区位条件有	依托首都城市职能!@#ed-ori!@#北京市 会展业 的 优势 区位条件 有 依托 首都 城市职能!@#北京市 会展业 的 优势 区位条件 有 依托 首都 城市职能!@#北京市 会 展业 的 优势 区位条件 有 依托 首都 城市 职能!@#北京市 会 展业 的 优势 区位条件 有 依托 首都 城市 职能!@#!@#NR NN DEG NN NN VE NN NN NN!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,依托首都城市职能)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,依托首都城市职能)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
8-①-1!@#北京市会展业的优势区位条件有	会展资源丰富!@#ed-ori!@#北京市 会展业 的 优势 区位条件 有 会展 资源 丰富!@#北京市 会展业 的 优势 区位条件 有 会展 资源 丰富!@#北京市 会 展业 的 优势 区位条件 有 会展 资源 丰富!@#北京市 会 展业 的 优势 区位条件 有 会展 资源 丰富!@#!@#NR NN DEG NN NN VE NN NN VA!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,会展资源丰富)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,会展资源丰富)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
8-②!@#北京市会展业的优势区位条件有	城市中心区地域广大，有发展空间!@#y!@#北京市 会展业 的 优势 区位条件 有 城市 中心区 地域 广大 ， 有 发展 空间!@#北京市 会展业 的 优势 区位条件 有 城市 中心区 地域 广大 ， 有 发展 空间!@#北京市 会 展业 的 优势 区位条件 有 城市 中心区 地域 广大 ， 有 发展 空间!@#北京市 会 展业 的 优势 区位条件 有 城市 中心区 地域 广大 ， 有 发展 空间!@#!@#NR NN DEG NN NN VE NN NN NN VA PU VE NN NN!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,城市中心区地域广大，有发展空间)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,城市中心区地域广大，有发展空间)!@#其他陈述!@#!@#0-13!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
8-②-0!@#北京市会展业的优势区位条件有	城市中心区地域广大!@#ed-ori!@#北京市 会展业 的 优势 区位条件 有 城市 中心区 地域 广大!@#北京市 会展业 的 优势 区位条件 有 城市 中心区 地域 广大!@#北京市 会 展业 的 优势 区位条件 有 城市 中心区 地域 广大!@#北京市 会 展业 的 优势 区位条件 有 城市 中心区 地域 广大!@#!@#NR NN DEG NN NN VE NN NN NN VA!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,城市中心区地域广大)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,城市中心区地域广大)!@#其他陈述!@#!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
8-②-1!@#北京市会展业的优势区位条件有	有发展空间!@#ed-ori!@#北京市 会展业 的 优势 区位条件 有 有 发展 空间!@#北京市 会展业 的 优势 区位条件 有 有 发展 空间!@#北京市 会 展业 的 优势 区位条件 有 有 发展 空间!@#北京市 会 展业 的 优势 区位条件 有 有 发展 空间!@#!@#NR NN DEG NN NN VE VE NN NN!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,有发展空间)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,有发展空间)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
8-③!@#北京市会展业的优势区位条件有	交通便利，基础配套设施比较完善!@#y!@#北京市 会展业 的 优势 区位条件 有 交通 便利 ， 基础 配套 设施 比较 完善!@#北京市 会展业 的 优势 区位条件 有 交通 便利 ， 基础 配套 设施 比较 完善!@#北京市 会 展业 的 优势 区位条件 有 交通 便利 ， 基础 配套 设施 比较 完善!@#北京市 会 展业 的 优势 区位条件 有 交通 便利 ， 基础 配套 设施 比较 完善!@#!@#NR NN DEG NN NN VE NN VA PU NN NN NN AD VA!@#!@#!@#0!@#4!@#!@#!@#!@#!@#其他关联_0(北京市会展业的优势区位条件,有,交通便利，基础配套设施比较完善)!@#其他关联!@#!@#其他陈述_0(北京市会展业的优势区位条件,有,交通便利，基础配套设施比较完善)!@#其他陈述!@#!@#0-13!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
