编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#据文中描述推测	“万壑有声含晚籁”中的万壑是由石灰岩溶蚀形成!@#None!@#据 文 中 描述 推测 “ 万壑 有 声 含 晚籁 ” 中的 万壑 是 由 石灰岩 溶蚀 形成!@#据 文 中 描述 推测 “ 万壑 有 声 含 晚籁 ” 中的 万壑 是 由 石灰岩 溶蚀 形成!@#据文 中 描述 推测 “ 万壑 有 声含 晚籁 ” 中的 万壑 是 由 石灰岩 溶蚀 形成!@#据文 中 描述 推测 “ 万壑 有 声含 晚籁 ” 中的 万壑 是 由 石灰岩 溶蚀 形成!@#!@#P NN LC VV VV PU NN VE NN VV NN PU NN NN VC P NN NN VV!@#!@#!@#!@#17!@#!@#!@#!@#!@#!@#!@#!@#构成_0(万壑,石灰岩,溶蚀)!@#构成!@#0_18!@#13-18!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#自定义类别!@#14 18!@#0 4-5 11-12!@#1-3 6-10
3-④!@#甲、乙两岛的共性特征是	地热资源较丰富!@#None!@#甲 、 乙 两 岛 的 共性 特征 是 地热 资源 较 丰富!@#甲 、 乙 两 岛 的 共性 特征 是 地热 资源 较 丰富!@#甲 、 乙 两 岛 的 共性 特征 是 地热 资源 较 丰富!@#甲 、 乙 两 岛 的 共性 特征 是 地热 资源 较 丰富!@#!@#NN PU NN CD NN DEG JJ NN VC NN NN AD VA!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(甲、乙两岛的共性特征,地热资源较丰富)!@#指示!@#0_8!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
4-A!@#下列叙述正确的是	甲岛的人口密度由东南向西北逐渐递增!@#None!@#下列 叙述 正确 的 是 甲岛 的 人口 密度 由 东南 向 西北 逐渐 递增!@#下列 叙述 正确 的 是 甲岛 的 人口 密度 由 东南 向 西北 逐渐 递增!@#下列 叙述 正确 的 是 甲 岛 的 人口 密度 由 东南 向 西北 逐渐 递增!@#下列 叙述 正确 的 是 甲 岛 的 人口 密度 由 东南 向 西北 逐渐 递增!@#!@#JJ NN VA DEC VC NN DEG NN NN P NN P NN AD VV!@#!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#变化_0(甲岛的人口密度,由东南向西北,逐渐递增)!@#变化!@#0_13!@#5-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#自定义类别!@#!@#0-4!@#
4-B!@#下列叙述正确的是	甲岛以阳光海滩.椰林风光闻名!@#None!@#下列 叙述 正确 的 是 甲岛 以 阳光 海滩 . 椰林 风光 闻名!@#下列 叙述 正确 的 是 甲岛 以 阳光 海滩 . 椰林 风光 闻名!@#下列 叙述 正确 的 是 甲 岛 以 阳光 海滩 . 椰林 风光 闻名!@#下列 叙述 正确 的 是 甲 岛 以 阳光 海滩 . 椰林 风光 闻名!@#!@#JJ NN VA DEC VC NR P NN NN PU NN NN VV!@#!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(甲岛,以,阳光海滩.椰林风光闻名)!@#其他陈述!@#!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4!@#
4-C!@#下列叙述正确的是	乙岛西南海域为世界四大著名渔场之一!@#None!@#下列 叙述 正确 的 是 乙岛 西南 海域 为 世界 四 大 著名 渔场 之一!@#下列 叙述 正确 的 是 乙岛 西南 海域 为 世界 四 大 著名 渔场 之一!@#下列 叙述 正确 的 是 乙 岛 西南 海域 为 世界 四 大 著名 渔场 之一!@#下列 叙述 正确 的 是 乙 岛 西南 海域 为 世界 四 大 著名 渔场 之一!@#!@#JJ NN VA DEC VC NN NN NN VC NN CD JJ JJ NN NN!@#!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(乙岛西南海域,世界四大著名渔场之一)!@#指示!@#0_8!@#5-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4!@#
4-D!@#下列叙述正确的是	乙岛对外交通方式为航空和海运!@#None!@#下列 叙述 正确 的 是 乙岛 对外 交通 方式 为 航空 和 海运!@#下列 叙述 正确 的 是 乙岛 对外 交通 方式 为 航空 和 海运!@#下列 叙述 正确 的 是 乙 岛 对外 交通 方式 为 航空 和 海运!@#下列 叙述 正确 的 是 乙 岛 对外 交通 方式 为 航空 和 海运!@#!@#JJ NN VA DEC VC NN JJ NN NN VC NN CC NN!@#!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(乙岛对外交通方式,航空)指示_1(乙岛对外交通方式,海运)!@#指示!@#0_9 1_9!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4!@#
5-A!@#图中	大气中灰尘数量和颗粒越大，①越多!@#n!@#图 中 大气 中 灰尘 数量 和 颗粒 越 大 ， ① 越 多!@#图 中 大气 中 灰尘 数量 和 颗粒 越 大 ， ① 越 多!@#图 中 大气 中 灰尘 数量 和 颗粒 越 大 ， ① 越 多!@#图 中 大气 中 灰尘 数量 和 颗粒 越 大 ， ① 越 多!@#!@#NN LC NN LC NN NN CC NN AD VA PU NN AD VA!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#因素关联_0(大气中灰尘数量和颗粒,①)!@#因素关联!@#0_8-12!@#2-13!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
5-B!@#图中	大气中的温室气体含量越大，②越多!@#n!@#图 中 大气 中 的 温室 气体 含量 越 大 ， ② 越 多!@#图 中 大气 中 的 温室 气体 含量 越 大 ， ② 越 多!@#图 中 大气 中 的 温室 气体 含量 越 大 ， ② 越 多!@#图 中 大气 中 的 温室 气体 含量 越 大 ， ② 越 多!@#!@#NN LC NN LC DEG NN NN NN AD VA PU NN AD VA!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#因素关联_0(大气中的温室气体含量,②)!@#因素关联!@#0_8-12!@#2-13!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
5-C!@#图中	地球表面的冰雪覆盖量越大，③越少!@#n!@#图 中 地球 表面 的 冰雪 覆盖量 越 大 ， ③ 越 少!@#图 中 地球 表面 的 冰雪 覆盖量 越 大 ， ③ 越 少!@#图 中 地球 表面 的 冰雪 覆盖量 越 大 ， ③ 越 少!@#图 中 地球 表面 的 冰雪 覆盖量 越 大 ， ③ 越 少!@#!@#NN LC NN NN DEG NN NN AD VA PU NN AD VA!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#因素关联_0(地球表面的冰雪覆盖量,③)!@#因素关联!@#0_7-11!@#2-12!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
5-D!@#图中	如果某地区雾霾天气越严重，④越少!@#n!@#图 中 如果 某 地区 雾霾 天气 越 严重 ， ④ 越 少!@#图 中 如果 某 地区 雾霾 天气 越 严重 ， ④ 越 少!@#图 中 如果 某 地区 雾霾 天气 越 严重 ， ④ 越 少!@#图 中 如果 某 地区 雾霾 天气 越 严重 ， ④ 越 少!@#!@#NN LC CS DT NN NN NN AD VA PU NN AD VA!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#因素关联_0(如果某地区雾霾天气,④)!@#因素关联!@#0_7-11!@#2-12!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
6-A!@#低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升，主要影响因素是	太阳辐射、大气环流!@#None!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 太阳辐射 、 大气环流!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 太阳辐射 、 大气环流!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 太阳辐射 、 大气环流!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 太阳辐射 、 大气环流!@#!@#NN NN NN NN NN VV NN PU AD NN AD VV AD VV PU JJ NN NN VC NN PU NN!@#!@#!@#!@#0 9 19 21!@#!@#!@#!@#!@#原因_0(低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升,太阳辐射、大气环流)!@#原因!@#0_17!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#15!@#
6-B!@#低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升，主要影响因素是	大洋环流、岩石圈物质循环!@#None!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大洋环流 、 岩石圈 物质循环!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大洋环流 、 岩石圈 物质循环!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大 洋环流 、 岩石圈 物质循环!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大洋 环流 、 岩石圈 物质循环!@#!@#NN NN NN NN NN VV NN PU AD NN AD VV AD VV PU JJ NN NN VC NN PU NN NN!@#!@#!@#!@#0 9 19 22!@#!@#!@#!@#!@#原因_0(低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升,大洋环流、岩石圈物质循环)!@#原因!@#0_17!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#15!@#
6-C!@#低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升，主要影响因素是	大气环流、大洋环流!@#None!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大气环流 、 大洋环流!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大气环流 、 大洋环流!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大气环流 、 大 洋环流!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 大气环流 、 大洋 环流!@#!@#NN NN NN NN NN VV NN PU AD NN AD VV AD VV PU JJ NN NN VC NN PU NN!@#!@#!@#!@#0 9 19 21!@#!@#!@#!@#!@#原因_0(低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升,大气环流、大洋环流)!@#原因!@#0_17!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#15!@#
6-D!@#低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升，主要影响因素是	海陆间水循环、人类活动!@#None!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 海陆间水循环 、 人类 活动!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年平均气温 却 没有 逐年 上升 ， 主要 影响 因素 是 海陆间水循环 、 人类 活动!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 海陆间水循环 、 人类 活动!@#低纬 地区 地球 辐射 收入 大于 支出 ， 而 年 平均 气温 却 没有 逐年 上升 ， 主要 影响 因素 是 海陆间水循环 、 人类 活动!@#!@#NN NN NN NN NN VV NN PU AD NN AD VV AD VV PU JJ NN NN VC NN PU NN NN!@#!@#!@#!@#0 9 19!@#!@#!@#!@#!@#原因_0(低纬地区地球辐射收入大于支出，而年平均气温却没有逐年上升,海陆间水循环、人类活动)!@#原因!@#0_17!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#15!@#
7-A!@#图中	热带草原带的形成属于非地带性现象!@#None!@#图 中 热带草原带 的 形成 属于 非地带性 现象!@#图 中 热带草原带 的 形成 属于 非地带性 现象!@#图 中 热带草原带 的 形成 属于 非地带性 现象!@#图 中 热带草原带 的 形成 属于 非地带性 现象!@#!@#NN LC NN DEG NN VV JJ NN!@#!@#!@#!@#2!@#!@#!@#!@#!@#!@#!@#!@#指示_0(热带草原带的形成,非地带性现象)!@#指示!@#0_5!@#2-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
7-B!@#图中	降水量与山地的海拔高度呈现正相关!@#None!@#图 中 降水量 与 山地 的 海拔高度 呈现 正相关!@#图 中 降水量 与 山地 的 海拔高度 呈现 正相关!@#图 中 降水量 与 山地 的 海拔高度 呈现 正 相关!@#图 中 降水量 与 山地 的 海拔高度 呈现 正 相关!@#!@#NN LC NN CC NN DEG NN VV NN!@#!@#!@#!@#2 6!@#!@#!@#!@#!@#!@#!@#!@#因素关联_0(降水量,山地的海拔高度)!@#因素关联!@#0_8!@#2-8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
7-C!@#图中	山地西北坡干燥森林带的降水量大于蒸发量!@#None!@#图 中 山地 西北坡 干燥 森林带 的 降水量 大于 蒸发量!@#图 中 山地 西北坡 干燥 森林带 的 降水量 大于 蒸发量!@#图 中 山地 西北 坡干燥 森林带 的 降水量 大于 蒸发量!@#图 中 山地 西北 坡干燥 森林带 的 降水量 大于 蒸发量!@#!@#NN LC NN NN VA NN DEG NN VV NN!@#!@#!@#!@#7 9!@#!@#!@#!@#!@#!@#!@#!@#比较_0(山地西北坡干燥森林带,降水量,山地西北坡干燥森林带,蒸发量,大)!@#比较!@#0_8!@#2-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
7-D!@#图中	主要致雨东南风的成因是海陆热力性质差异!@#None!@#图 中 主要 致雨 东南风 的 成因 是 海陆热力性质差异!@#图 中 主要 致雨 东南风 的 成因 是 海陆热力性质差异!@#图 中 主要 致雨 东南风 的 成因 是 海陆热力性质差异!@#图 中 主要 致雨 东南风 的 成因 是 海陆热力性质差异!@#!@#NN LC AD VV NN DEG NN VC NN!@#!@#!@#!@#4 8!@#!@#!@#!@#!@#!@#!@#!@#因素关联_0(致雨东南风,海陆热力性质差异)!@#因素关联!@#0_6!@#3-8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-2!@#
8-A!@#肯尼亚是世界第二大红茶生产和贸易大国。茶园主要分布在海拔1500米到3000米的肯尼亚山区，每一片叶子都由手工采摘；茶叶采用先进技术进行加工，产品远销世界各地。肯尼亚红茶	生产机械化水平高，劳动力投入少!@#y!@#肯尼亚 是 世界 第二 大 红茶 生产 和 贸易 大 国 。 茶园 主要 分布 在 海拔 1500 米 到 3000 米 的 肯尼亚 山区 ， 每 一 片 叶子 都 由 手工 采摘 ； 茶叶 采用 先进 技术 进行 加工 ， 产品 远销 世界 各 地 。 肯尼亚 红茶 生产 机械化 水平 高 ， 劳动力 投入 少!@#肯尼亚 是 世界 第二 大 红茶 生产 和 贸易 大 国 。 茶园 主要 分布 在 海拔 1500 米 到 3000 米 的 肯尼亚 山区 ， 每 一 片 叶子 都 由 手工 采摘 ； 茶叶 采用 先进 技术 进行 加工 ， 产品 远销 世界 各 地 。 肯尼亚 红茶 生产 机械化 水平 高 ， 劳动力 投入 少!@#肯尼亚 是 世界 第二 大 红 茶 生产 和 贸易 大 国 。 茶园 主要 分布 在 海 拔 1500 米 到 3000 米 的 肯尼亚 山区 ， 每 一 片 叶子 都 由 手工 采摘 ； 茶叶 采用 先进 技术 进行 加工 ， 产品 远销 世界 各 地 。 肯尼亚 红 茶 生产 机械化 水平 高 ， 劳动力 投入 少!@#肯尼亚 是 世界 第二 大 红 茶 生产 和 贸易 大 国 。 茶园 主要 分布 在 海 拔 1500 米 到 3000 米 的 肯尼亚 山区 ， 每 一 片 叶子 都 由 手工 采摘 ； 茶叶 采用 先进 技术 进行 加工 ， 产品 远销 世界 各 地 。 肯尼亚 红 茶 生产 机械化 水平 高 ， 劳动力 投入 少!@#!@#NR VC NN OD JJ NN NN CC NN JJ NN PU NN AD VV P NN CD M P CD M DEG NN NN PU DT CD M NN AD P NN VV PU NN VV JJ NN VV NN PU NN NN NN DT NN PU NR NN NN NN NN VA PU NN NN VA!@#!@#!@#0 48!@#!@#!@#17 18 20 21!@#!@#!@#!@#!@#!@#其他陈述_0(肯尼亚,是,世界第二大红茶生产和贸易大国)分布_3(茶园,海拔1500米到3000米的肯尼亚山区)!@#其他陈述 分布!@#3_14!@#0-57!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#13!@#
