编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#图中	甲地是中国日出最早的地方!@#None!@#图 中 甲地 是 中国 日出 最 早 的 地方!@#图 中 甲地 是 中国 日出 最 早 的 地方!@#图 中 甲地 是 中国 日出 最 早 的 地方!@#图 中 甲地 是 中国 日出 最 早 的 地方!@#NN LC loc VC loc VV AD VA DEC NN!@#NN LC NN VC NR VV AD VA DEC NN!@#!@#!@#2 4!@#!@#4!@#!@#!@#( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地))) (VP (VC 是) (NP (NP (NR 中国)) (CP (IP (VP (VP (VV 日出)) (VP (ADVP (AD 最)) (VP (VA 早))))) (DEC 的)) (NP (NN 地方))))) )!@#!@#!@#!@#指示_0(甲地,中国日出最早的地方)!@#指示!@#0_3!@#2-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#范围限定!@#!@#0-1!@#
2-C-0!@#东北平原	农业实行小农场经营!@#ed-ori!@#东北平原 农业 实行 小 农场 经营!@#东北 平原 农业 实行 小 农场 经营!@#东北平原 农业 实行 小农场经营!@#东北平原 农业 实行 小农场经营!@#loc NN VV JJ NN VV!@#NR NN VV JJ NN NN!@#!@#!@#0!@#!@#!@#!@#!@#( (IP (NP (NP (NR 东北平原)) (NP (NN 农业))) (VP (VV 实行) (IP (NP (ADJP (JJ 小)) (NP (NN 农场))) (VP (VV 经营))))) )!@#!@#!@#!@#其他陈述_0(东北平原农业,实行,小农场经营)!@#其他陈述!@#!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-C-1!@#东北平原	农业精耕细作!@#ed-mod!@#东北平原 农业 精耕细作!@#东北 平原 农业 精耕细作!@#东北平原 农业 精耕细作!@#东北平原 农业 精耕细作!@#loc NN VA!@#NR NN VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(东北平原,农业,精耕细作)!@#其他陈述!@#!@#0-2!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-D!@#东北平原	是中国重要的商品棉基地!@#None!@#东北平原 是 中国 重要 的 商品棉 基地!@#东北 平原 是 中国 重要 的 商品棉 基地!@#东北平原 是 中国 重要 的 商品棉 基地!@#东北平原 是 中国 重要 的 商品棉 基地!@#loc VC loc VA DEC NN NN!@#NR VC NR VA DEC NN NN!@#!@#!@#0 2!@#!@#2!@#!@#!@#( (IP (NP (NR 东北平原)) (VP (VC 是) (NP (NP (NR 中国)) (CP (IP (VP (VA 重要))) (DEC 的)) (NP (NN 商品棉) (NN 基地))))) )!@#!@#!@#!@#指示_0(东北平原,中国重要的商品棉基地)!@#指示!@#0_1!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
3-①!@#20世纪50-70年代人口大规模迁入东北地区的主要原因是	农村剩余劳动力转移!@#None!@#20世纪50-70年代 人口 大规模 迁入 东北地区 的 主要 原因 是 农村 剩余 劳动力 转移!@#20世纪 50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 农村 剩余 劳动力 转移!@#20世纪50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 农村 剩余 劳动力 转移!@#20世纪 50 - 70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 农村 剩余 劳动力 转移!@#time NN AD VV loc DEG JJ NN VC NN JJ NN VV!@#CD NN AD VV NR DEG JJ NN VC NN JJ NN NN!@#0!@#0!@#4!@#!@#!@#!@#!@#( (IP (NP (NT 20世纪50-70年代)) (NP (DNP (IP (NP (NN 人口)) (VP (ADVP (AD 大规模)) (VP (VV 迁入) (NP (NR 东北地区))))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NP (NN 农村)) (ADJP (JJ 剩余)) (NP (NN 劳动力))) (VP (VV 转移))))) )!@#原因_0(20世纪50-70年代人口大规模迁入东北地区,农村剩余劳动力转移)!@#原因!@#0_6-8!@#其他陈述_0(农村,剩余劳动力,转移)!@#其他陈述!@#!@#9-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#8!@#6!@#
3-②!@#20世纪50-70年代人口大规模迁入东北地区的主要原因是	工业基地建设的需要!@#None!@#20世纪50-70年代 人口 大规模 迁入 东北地区 的 主要 原因 是 工业 基地 建设 的 需要!@#20世纪 50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 工业 基地 建设 的 需要!@#20世纪50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 工业 基地 建设 的 需要!@#20世纪 50 - 70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 工业 基地 建设 的 需要!@#time NN AD VV loc DEG JJ NN VC NN NN NN DEG NN!@#CD NN AD VV NR DEG JJ NN VC NN NN NN DEG NN!@#0!@#0!@#4!@#!@#!@#!@#!@#( (IP (NP (NT 20世纪50-70年代)) (NP (DNP (IP (NP (NN 人口)) (VP (ADVP (AD 大规模)) (VP (VV 迁入) (NP (NR 东北地区))))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (DNP (NP (NN 工业) (NN 基地) (NN 建设)) (DEG 的)) (NP (NN 需要))))) )!@#原因_0(20世纪50-70年代人口大规模迁入东北地区,工业基地建设的需要)!@#原因!@#0_6-8!@#其他陈述_0(工业基地建设)!@#其他陈述!@#!@#9-13!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6!@#
3-③!@#20世纪50-70年代人口大规模迁入东北地区的主要原因是	地处边疆，邻国人口迁入!@#y!@#20世纪50-70年代 人口 大规模 迁入 东北地区 的 主要 原因 是 地处 边疆 ， 邻国 人口 迁入!@#20世纪 50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 地处 边疆 ， 邻国 人口 迁入!@#20世纪50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 地处 边疆 ， 邻国 人口 迁入!@#20世纪 50 - 70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 地处 边疆 ， 邻国 人口 迁入!@#time NN AD VV loc DEG JJ NN VC VV NN PU NN NN VV!@#CD NN AD VV NR DEG JJ NN VC VV NN PU NN NN VV!@#0!@#0!@#4!@#!@#!@#!@#!@#( (IP (IP (NP (NT 20世纪50-70年代)) (NP (DNP (IP (NP (NN 人口)) (VP (ADVP (AD 大规模)) (VP (VV 迁入) (NP (NR 东北地区))))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VV 地处) (NP (NN 边疆))))) (PU ，) (IP (NP (NN 邻国) (NN 人口)) (VP (VV 迁入)))) )!@#原因_0(20世纪50-70年代人口大规模迁入东北地区,地处边疆_邻国人口迁入)!@#原因!@#0_6-8!@#其他陈述_0(地处边疆)其他陈述_1(邻国,人口,迁入)!@#其他陈述!@#!@#9-14!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#6!@#
3-③-0!@#20世纪50-70年代人口大规模迁入东北地区的主要原因是	地处边疆!@#ed-ori!@#20世纪50-70年代 人口 大规模 迁入 东北地区 的 主要 原因 是 地处 边疆!@#20世纪 50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 地处 边疆!@#20世纪50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 地处 边疆!@#20世纪 50 - 70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 地处 边疆!@#time NN AD VV loc DEG JJ NN VC VV NN!@#CD NN AD VV NR DEG JJ NN VC VV NN!@#0!@#0!@#4!@#!@#!@#!@#!@#( (IP (NP (NT 20世纪50-70年代)) (NP (DNP (IP (NP (NN 人口)) (VP (ADVP (AD 大规模)) (VP (VV 迁入) (NP (NR 东北地区))))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VV 地处) (NP (NN 边疆))))) )!@#原因_0(20世纪50-70年代人口大规模迁入东北地区,地处边疆)!@#原因!@#0_6-8!@#其他陈述_0(地处,边疆)!@#其他陈述!@#!@#9-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#6!@#
3-③-1!@#20世纪50-70年代人口大规模迁入东北地区的主要原因是	邻国人口迁入!@#ed-ori!@#20世纪50-70年代 人口 大规模 迁入 东北地区 的 主要 原因 是 邻国 人口 迁入!@#20世纪 50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 邻国 人口 迁入!@#20世纪50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 邻国 人口 迁入!@#20世纪 50 - 70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 邻国 人口 迁入!@#time NN AD VV loc DEG JJ NN VC NN NN VV!@#CD NN AD VV NR DEG JJ NN VC NN NN VV!@#0!@#0!@#4!@#!@#!@#!@#!@#( (IP (NP (NT 20世纪50-70年代)) (NP (DNP (IP (NP (NN 人口)) (VP (ADVP (AD 大规模)) (VP (VV 迁入) (NP (NR 东北地区))))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 邻国) (NN 人口)) (VP (VV 迁入))))) )!@#原因_0(20世纪50-70年代人口大规模迁入东北地区,邻国人口迁入)!@#原因!@#0_6-8!@#其他陈述_0(邻国,人口,迁入)!@#其他陈述!@#!@#9-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#6!@#
3-④!@#20世纪50-70年代人口大规模迁入东北地区的主要原因是	城市知识青年有计划迁入!@#None!@#20世纪50-70年代 人口 大规模 迁入 东北地区 的 主要 原因 是 城市 知识 青年 有 计划 迁入!@#20世纪 50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 城市 知识 青年 有 计划 迁入!@#20世纪50-70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 城市 知识 青年 有 计划 迁入!@#20世纪 50 - 70年代 人口 大规模 迁入 东北 地区 的 主要 原因 是 城市 知识 青年 有 计划 迁入!@#time NN AD VV loc DEG JJ NN VC NN NN NN VE NN VV!@#CD NN AD VV NR DEG JJ NN VC NN NN NN VE NN VV!@#0!@#0!@#4!@#!@#!@#!@#!@#( (IP (NP (NT 20世纪50-70年代)) (NP (DNP (IP (NP (NN 人口)) (VP (ADVP (AD 大规模)) (VP (VV 迁入) (NP (NR 东北地区))))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 城市) (NN 知识) (NN 青年)) (VP (VP (VE 有) (NP (NN 计划))) (VP (VV 迁入)))))) )!@#原因_0(20世纪50-70年代人口大规模迁入东北地区,城市知识青年有计划迁入)!@#原因!@#0_6-8!@#其他陈述_0(城市知识青年,有计划迁入)!@#其他陈述!@#!@#9-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#6!@#
4-A!@#甲、乙、丙分别位于	巴西、印度、南非!@#None!@#甲 、 乙 、 丙 分别 位于 巴西 、 印度 、 南非!@#甲 、 乙 、 丙 分别 位于 巴西 、 印度 、 南非!@#甲 、 乙 、 丙 分别 位于 巴西 、 印度 、 南非!@#甲 、 乙 、 丙 分别 位于 巴西 、 印度 、 南非!@#NN PU NN PU NN AD VV loc PU loc PU loc!@#NN PU NN PU NN AD VV NR PU NR PU NR!@#!@#!@#7 9 11!@#!@#7 9 11!@#!@#!@#( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VV 位于) (NP (NR 巴西) (PU 、) (NR 印度) (PU 、) (NR 南非))))) )!@#!@#!@#!@#其他陈述_0(甲、乙、丙,分别位于,巴西、印度、南非)!@#其他陈述!@#!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#null!@#名词短语+动词短语!@#6!@#!@#
4-B!@#甲、乙、丙分别位于	南非、巴西、印度!@#None!@#甲 、 乙 、 丙 分别 位于 南非 、 巴西 、 印度!@#甲 、 乙 、 丙 分别 位于 南非 、 巴西 、 印度!@#甲 、 乙 、 丙 分别 位于 南非 、 巴西 、 印度!@#甲 、 乙 、 丙 分别 位于 南非 、 巴西 、 印度!@#NN PU NN PU NN AD VV loc PU loc PU loc!@#NN PU NN PU NN AD VV NR PU NR PU NR!@#!@#!@#7 9 11!@#!@#7 9 11!@#!@#!@#( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VV 位于) (NP (NR 南非) (PU 、) (NR 巴西) (PU 、) (NR 印度))))) )!@#!@#!@#!@#其他陈述_0(甲、乙、丙,分别位于,南非、巴西、印度)!@#其他陈述!@#!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
4-C!@#甲、乙、丙分别位于	印度、巴西、南非!@#None!@#甲 、 乙 、 丙 分别 位于 印度 、 巴西 、 南非!@#甲 、 乙 、 丙 分别 位于 印度 、 巴西 、 南非!@#甲 、 乙 、 丙 分别 位于 印度 、 巴西 、 南非!@#甲 、 乙 、 丙 分别 位于 印度 、 巴西 、 南非!@#NN PU NN PU NN AD VV loc PU loc PU loc!@#NN PU NN PU NN AD VV NR PU NR PU NR!@#!@#!@#7 9 11!@#!@#7 9 11!@#!@#!@#( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VV 位于) (NP (NR 印度) (PU 、) (NR 巴西) (PU 、) (NR 南非))))) )!@#!@#!@#!@#其他陈述_0(甲、乙、丙,分别位于,印度、巴西、南非)!@#其他陈述!@#!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
4-D!@#甲、乙、丙分别位于	巴西、南非、印度!@#None!@#甲 、 乙 、 丙 分别 位于 巴西 、 南非 、 印度!@#甲 、 乙 、 丙 分别 位于 巴西 、 南非 、 印度!@#甲 、 乙 、 丙 分别 位于 巴西 、 南非 、 印度!@#甲 、 乙 、 丙 分别 位于 巴西 、 南非 、 印度!@#NN PU NN PU NN AD VV loc PU loc PU loc!@#NN PU NN PU NN AD VV NR PU NR PU NR!@#!@#!@#7 9 11!@#!@#7 9 11!@#!@#!@#( (IP (NP (NN 甲) (PU 、) (NN 乙) (PU 、) (NN 丙)) (VP (ADVP (AD 分别)) (VP (VV 位于) (NP (NR 巴西) (PU 、) (NR 南非) (PU 、) (NR 印度))))) )!@#!@#!@#!@#其他陈述_0(甲、乙、丙,分别位于,巴西、南非、印度)!@#其他陈述!@#!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
5-A!@#大气中	臭氧层遭到破坏，会导致①增加!@#n!@#大气 中 臭氧层 遭到 破坏 ， 会 导致 ① 增加!@#大气 中 臭氧层 遭到 破坏 ， 会 导致 ① 增加!@#大气 中 臭氧层 遭到 破坏 ， 会 导致 ① 增加!@#大气 中 臭氧层 遭到 破坏 ， 会 导致 ① 增加!@#NN LC NN VV NN PU VV VV NN VV!@#NN LC NN VV NN PU VV VV NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (LCP (NP (NN 大气)) (LC 中)) (NP (NN 臭氧层))) (VP (VP (VV 遭到) (NP (NN 破坏))) (PU ，) (VP (VV 会) (VP (VV 导致) (IP (NP (NN ①)) (VP (VV 增加))))))) )!@#!@#!@#!@#变化_0(①,大气中臭氧层遭到破坏,增加)!@#变化!@#0_9!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#范围限定!@#!@#!@#
5-B!@#大气中	二氧化碳浓度降低，会使②减少!@#n!@#大气 中 二氧化碳 浓度 降低 ， 会 使 ② 减少!@#大气 中 二氧化碳 浓度 降低 ， 会 使 ② 减少!@#大气 中 二氧化碳 浓度 降低 ， 会 使 ② 减少!@#大气 中 二氧化碳 浓度 降低 ， 会 使 ② 减少!@#NN LC NN NN VV PU VV VV NN VV!@#NN LC NN NN VV PU VV VV NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (LCP (NP (NN 大气)) (LC 中)) (NP (NN 二氧化碳) (NN 浓度)) (VP (VV 降低))) (PU ，) (VP (VV 会) (VP (VV 使) (NP (NN ②)) (IP (VP (VV 减少)))))) )!@#!@#!@#!@#变化_0(②,大气中二氧化碳浓度降低,减少)!@#变化!@#0_9!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
5-C!@#大气中	可吸入颗粒物增加，会使③增加!@#n!@#大气 中 可吸入 颗粒物 增加 ， 会 使 ③ 增加!@#大气 中 可吸入 颗粒物 增加 ， 会 使 ③ 增加!@#大气 中 可吸入颗粒物 增加 ， 会 使 ③ 增加!@#大气 中 可吸入颗粒物 增加 ， 会 使 ③ 增加!@#NN LC JJ NN VV PU VV VV NN VV!@#NN LC NN NN VV PU VV VV NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (LCP (NP (NN 大气)) (LC 中)) (NP (ADJP (JJ 可吸入)) (NP (NN 颗粒物))) (VP (VV 增加)) (PU ，) (VP (VV 会) (VP (VV 使) (NP (NN ③)) (IP (VP (VV 增加)))))) )!@#!@#!@#!@#变化_0(③,大气中可吸入颗粒物增加,增加)!@#变化!@#0_9!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
5-D!@#大气中	出现雾霾，会导致④在夜间减少!@#n!@#大气 中 出现 雾霾 ， 会 导致 ④ 在 夜间 减少!@#大气 中 出现 雾霾 ， 会 导致 ④ 在 夜间 减少!@#大气 中 出现 雾霾 ， 会 导致 ④ 在 夜间 减少!@#大气 中 出现 雾霾 ， 会 导致 ④ 在 夜间 减少!@#NN LC VV NN PU VV VV NN P time VV!@#NN LC VV NN PU VV VV NN P NT VV!@#9!@#9!@#!@#!@#!@#!@#!@#( (IP (IP (VP (LCP (NP (NN 大气)) (LC 中)) (VP (VV 出现) (NP (NN 雾霾))))) (PU ，) (VP (VV 会) (VP (VV 导致) (IP (NP (NN ④)) (VP (PP (P 在) (NP (NT 夜间))) (VP (VV 减少))))))) )!@#!@#!@#!@#变化_0(④,大气中出现雾霾,减少)时间限定_1(夜间，0)!@#时间限定 变化!@#0_10!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
